inst,args,energy,time,freq,thr
ADD,"['rax', 'rax']",5556598647,0.07720766067504883,1600000,1
ADD,"['rax', 'rcx']",11745925529,0.16091474692026775,1600000,1
ADD,"['rax', '0']",6239160456,0.08637973467508951,1600000,1
ADD,"['rax', '<0000000000000001>']",5332035174,0.07305940786997477,1600000,1
ADD,"['<0000000000000001>', 'rax']",35554383189,0.4843158721923828,1600000,1
SUB,"['rax', 'rax']",1366657160,0.019100244839986166,1600000,1
SUB,"['rax', 'rcx']",5437227008,0.07545214494069417,1600000,1
SUB,"['rax', '0']",5437443276,0.07545326550801595,1600000,1
SUB,"['rax', '<0000000000000001>']",4888221013,0.06697766780853272,1600000,1
SUB,"['<0000000000000001>', 'rax']",35933106995,0.4895922263463338,1600000,1
ADC,"['rax', 'rax']",10159770828,0.14145389397939045,1600000,1
ADC,"['rax', 'rcx']",10882036531,0.1512574513753255,1600000,1
ADC,"['rax', '0']",5525237486,0.07687806288401286,1600000,1
ADC,"['rax', '<0000000000000001>']",12827341619,0.17648682594299317,1600000,1
ADC,"['<0000000000000001>', 'rax']",42215652283,0.5782662789026897,1600000,1
SBB,"['rax', 'rax']",10063360819,0.14038275877634684,1600000,1
SBB,"['rax', 'rcx']",10873553988,0.15119664669036864,1600000,1
SBB,"['rax', '0']",5419361894,0.0754056453704834,1600000,1
SBB,"['rax', '<0000000000000001>']",10217588872,0.1410296678543091,1600000,1
SBB,"['<0000000000000001>', 'rax']",39360545860,0.5396802584330241,1600000,1
AND,"['rax', 'rax']",5422741367,0.07541584968566895,1600000,1
AND,"['rax', 'rcx']",5431521006,0.07548758983612061,1600000,1
AND,"['rax', '0']",5770197947,0.08004217147827149,1600000,1
AND,"['rax', '<0000000000000001>']",4630135876,0.0635814110438029,1600000,1
AND,"['<0000000000000001>', 'rax']",36559954466,0.49764989217122396,1600000,1
OR,"['rax', 'rax']",4771370325,0.06651333173116049,1600000,1
OR,"['rax', 'rcx']",9888292317,0.1353704373041789,1600000,1
OR,"['rax', '0']",5493376068,0.07614354292551677,1600000,1
OR,"['rax', '<0000000000000001>']",4952297745,0.06762331326802572,1600000,1
OR,"['<0000000000000001>', 'rax']",41544450048,0.5646676460901896,1600000,1
XOR,"['rax', 'rax']",1976574498,0.027318668365478516,1600000,1
XOR,"['rax', 'rcx']",5282699673,0.07328697840372721,1600000,1
XOR,"['rax', '0']",4841834632,0.06737986405690512,1600000,1
