,cores,frequency,input,regions,total_time,start_time,stop_time,global_start,rapl_sample-sysfs_power,energy
53,12,2.2,1,1,27.540932989120485,1596602574.0038786,1596602601.5448117,1596602558.1409247,68.00083501971467,18.728064404821993
54,14,1.2,1,2,29.046025466918945,1596602169.9326425,1596602198.978668,1596602169.9326425,37.387787494809686,10.859666277259958
55,14,1.2,1,3,14.346058034896851,1596602242.1917067,1596602256.5377643,1596602169.9326425,37.64539552664237,5.400630289718578
56,14,1.2,1,1,43.21303858757019,1596602198.978668,1596602242.1917067,1596602169.9326425,46.600514270755994,20.13749821382794
57,14,1.4,1,2,24.946766471862794,1596601739.560823,1596601764.5075898,1596601739.560823,39.23055876612903,9.786755880993107
58,14,1.4,1,3,13.529719638824464,1596601803.5172615,1596601817.0469809,1596601739.560823,39.08135205476598,5.287597364071801
59,14,1.4,1,1,39.00967173576355,1596601764.5075898,1596601803.5172615,1596601739.560823,49.91619399531635,19.472143420559824
60,14,1.6,1,2,21.7907235622406,1596601354.0844178,1596601375.8751416,1596601354.0844178,40.570494497695854,8.840604303826936
61,14,1.6,1,3,10.888619327545166,1596601409.7756748,1596601420.664294,1596601354.0844178,40.45319162365252,4.404794041741911
62,14,1.6,1,1,33.90053339004517,1596601375.8751416,1596601409.7756748,1596601354.0844178,53.30824684019856,18.07178001970921
63,14,1.8,1,2,19.37126693725586,1596601022.4179177,1596601041.7891846,1596601022.4179177,46.240810518134715,8.95743083941856
64,14,1.8,1,3,10.085387182235717,1596601070.57268,1596601080.6580672,1596601022.4179177,45.90698111469298,4.6298967890926175
65,14,1.8,1,1,28.78349542617798,1596601041.7891846,1596601070.57268,1596601022.4179177,61.66759479714913,17.750089327871386
66,14,2.0,1,2,17.44093861579895,1596600724.6994605,1596600742.1403987,1596600724.6994605,50.03538661271676,8.726641065301616
67,14,2.0,1,3,8.6157075881958,1596600768.107788,1596600776.7234957,1596600724.6994605,50.26655769580325,4.330819625722141
68,14,2.0,1,1,25.96738905906677,1596600742.1403987,1596600768.107788,1596600724.6994605,68.34569813205627,17.747593339086382
69,14,2.2,1,2,15.863191270828247,1596600450.9273925,1596600466.7905838,1596600450.9273925,52.871752721519,8.3871472624539
70,14,2.2,1,3,7.863807201385498,1596600491.6064522,1596600499.4702594,1596600450.9273925,53.21663385329439,4.184853485290317
71,14,2.2,1,1,24.815868186950684,1596600466.7905838,1596600491.6064522,1596600450.9273925,74.0085142898305,18.3658553532849
72,16,1.2,1,2,29.0367591381073,1596600080.6275303,1596600109.6642895,1596600080.6275303,38.937240228373696,11.30611266013909
73,16,1.2,1,3,14.574648714065551,1596600147.597053,1596600162.171702,1596600080.6275303,38.97567410926233,5.680567585363982
74,16,1.2,1,1,37.932763528823855,1596600109.6642895,1596600147.597053,1596600080.6275303,49.46766219515662,18.764451323726156
75,16,1.4,1,2,24.952925872802734,1596599681.4121447,1596599706.3650703,1596599681.4121447,40.68316225806451,10.151639320966897
76,16,1.4,1,3,12.379321908950805,1596599738.9820125,1596599751.3613346,1596599681.4121447,40.7937235350118,5.049986355046537
77,16,1.4,1,1,32.61694221496582,1596599706.3650703,1596599738.9820125,1596599681.4121447,53.51191294104278,17.453949722102738
78,16,1.6,1,2,21.801362228393554,1596599328.3105407,1596599350.1119027,1596599328.3105407,42.24852650691244,9.210754299930848
79,16,1.6,1,3,10.806033706665039,1596599379.8877234,1596599390.6937573,1596599328.3105407,42.21662651021115,4.561942890510306
80,16,1.6,1,1,29.775820779800416,1596599350.1119027,1596599379.8877234,1596599328.3105407,57.17453216971255,17.024186230542945
81,16,1.8,1,2,19.377374362945556,1596599014.5182037,1596599033.895578,1596599014.5182037,49.01168176165803,9.497177056531987
82,16,1.8,1,3,9.68526930809021,1596599059.1068764,1596599068.7921455,1596599014.5182037,48.97822396188862,4.743672893028483
83,16,1.8,1,1,25.211298179626464,1596599033.895578,1596599059.1068764,1596599014.5182037,66.81229369092753,16.8442465830675
84,16,2.0,1,2,17.44029517173767,1596598733.402099,1596598750.8423939,1596598733.402099,52.866352832369934,9.220047980497615
85,16,2.0,1,3,8.688314867019653,1596598773.5297985,1596598782.2181134,1596598733.402099,52.912869904838274,4.597236742508831
86,16,2.0,1,1,22.68740463256836,1596598750.8423939,1596598773.5297985,1596598733.402099,74.07290161510845,16.805218912503918
87,16,2.2,1,2,15.86298851966858,1596598472.529677,1596598488.3926654,1596598472.529677,56.127741898734165,8.903537253745412
88,16,2.2,1,3,9.176843357086181,1596598508.974823,1596598518.1516662,1596598472.529677,55.11964810929155,5.0582437659668
89,16,2.2,1,1,20.58215742111206,1596598488.3926654,1596598508.974823,1596598472.529677,81.41912973369364,16.757813452688282
90,18,1.2,1,2,29.044611024856568,1596598118.026896,1596598147.071507,1596598118.026896,38.262717314878884,11.113257411647016
91,18,1.2,1,3,14.389434432983398,1596598182.1021957,1596598196.49163,1596598118.026896,38.643518416569535,5.560583745150137
92,18,1.2,1,1,35.03068881034851,1596598147.071507,1596598182.1021957,1596598118.026896,48.91291326451957,17.134530433769527
93,18,1.4,1,2,24.959099531173706,1596597737.2370236,1596597762.1961231,1596597737.2370236,40.401101854838714,10.08375122364006
94,18,1.4,1,3,12.423189735412597,1596597791.079361,1596597803.5025506,1596597737.2370236,40.55673365553932,5.038439972513587
95,18,1.4,1,1,28.883237743377684,1596597762.1961231,1596597791.079361,1596597737.2370236,53.88995716091453,15.56516444659133
96,18,1.6,1,2,21.81225781440735,1596597396.4306593,1596597418.242917,1596597396.4306593,41.129126147465435,8.971191032097986
97,18,1.6,1,3,11.277586555480957,1596597444.7113743,1596597455.9889607,1596597396.4306593,41.200681948992354,4.646442568246031
98,18,1.6,1,1,26.46845712661743,1596597418.242917,1596597444.7113743,1596597396.4306593,57.48311646548761,15.214894036711152
99,18,1.8,1,2,19.378813171386717,1596597097.4940693,1596597116.8728824,1596597097.4940693,43.599272611398966,8.449021583446585
100,18,1.8,1,3,9.87595796585083,1596597140.1073277,1596597149.9832854,1596597097.4940693,44.35642396108832,4.380621785551668
101,18,1.8,1,1,23.234445428848268,1596597116.8728824,1596597140.1073277,1596597097.4940693,65.87992322846262,15.30683481108428
102,18,2.0,1,2,17.446229457855225,1596596823.3912067,1596596840.8374362,1596596823.3912067,45.79371870520231,7.989277242594364
103,18,2.0,1,3,8.707652187347412,1596596861.8859296,1596596870.593582,1596596823.3912067,46.24849440213065,4.027158034422375
104,18,2.0,1,1,21.048493576049804,1596596840.8374362,1596596861.8859296,1596596823.3912067,72.19204749160139,15.19533847868854
105,18,2.2,1,2,15.862381744384766,1596596576.97554,1596596592.837922,1596596576.97554,48.53969925316456,7.699552393113244
106,18,2.2,1,3,7.84673228263855,1596596611.1541295,1596596619.0008616,1596596576.97554,49.17020904043214,3.8582546662164474
107,18,2.2,1,1,18.31620764732361,1596596592.837922,1596596611.1541295,1596596576.97554,81.17999344976381,14.869096168342445
108,2,1.2,1,2,29.055966806411742,1596624440.6319366,1596624469.6879036,1596624440.6319366,28.42557121799308,8.259324537632999
109,2,1.2,1,3,14.414299154281617,1596624770.8131988,1596624785.2274978,1596624440.6319366,28.4239099752331,4.0971074151737925
110,2,1.2,1,1,301.1252953529358,1596624469.6879036,1596624770.8131988,1596624440.6319366,28.762978511444345,86.61260399488823
111,2,1.4,1,2,24.964829301834108,1596622838.1918235,1596622863.1566527,1596622838.1918235,29.638970088709677,7.39931828946804
112,2,1.4,1,3,12.821677303314209,1596623121.5514293,1596623134.3731065,1596622838.1918235,29.557954240043944,3.789825510119714
113,2,1.4,1,1,258.3947765827179,1596622863.1566527,1596623121.5514293,1596622838.1918235,30.141733246058674,77.8846642793121
114,2,1.6,1,2,21.815910005569457,1596621445.244777,1596621467.0606866,1596621445.244777,30.730354755760366,6.704106537908915
115,2,1.6,1,3,10.909759473800658,1596621692.5043895,1596621703.414149,1596621445.244777,30.559409823185128,3.3339581083225083
116,2,1.6,1,1,225.44370288848876,1596621467.0606866,1596621692.5043895,1596621445.244777,31.21951971349349,70.38244126610144
117,2,1.8,1,2,19.38939929008484,1596620215.615865,1596620235.0052643,1596620215.615865,32.666308984455966,6.333801082329026
118,2,1.8,1,3,9.618216133117675,1596620435.3658955,1596620444.9841118,1596620215.615865,32.64992381359649,3.1403402396899676
119,2,1.8,1,1,200.36063141822814,1596620235.0052643,1596620435.3658955,1596620215.615865,33.6993724885015,67.52027550194227
120,2,2.0,1,2,17.45322299003601,1596619111.9512124,1596619129.4044354,1596619111.9512124,34.95417579190751,6.1006302452908026
121,2,2.0,1,3,8.779126262664795,1596619309.5366044,1596619318.3157303,1596619111.9512124,34.66351439484186,3.0431536958001533
122,2,2.0,1,1,180.13216886520385,1596619129.4044354,1596619309.5366044,1596619111.9512124,35.71947889246134,64.34227203633931
123,2,2.2,1,2,15.871336936950684,1596618111.7768104,1596618127.648147,1596618111.7768104,36.89234618987342,5.855308567741099
124,2,2.2,1,3,7.910061693191528,1596618291.3121226,1596618299.2221844,1596618111.7768104,36.71152199492048,2.9039040383077874
125,2,2.2,1,1,163.6639753818512,1596618127.648147,1596618291.3121226,1596618111.7768104,37.985077682668134,62.16788818733903
126,20,1.2,1,2,29.23681836128235,1596596243.9419196,1596596273.178738,1596596243.9419196,38.94592196539793,11.386548464150158
127,20,1.2,1,3,14.399146699905396,1596596303.6680224,1596596318.0671692,1596596243.9419196,39.22185032530558,5.6476117667580725
128,20,1.2,1,1,30.489284563064576,1596596273.178738,1596596303.6680224,1596596243.9419196,50.04215745622209,15.257495788324391
129,20,1.4,1,2,24.955988597869872,1596595877.9739425,1596595902.9299312,1596595877.9739425,39.03250072580645,9.740946430595733
130,20,1.4,1,3,12.39706826210022,1596595929.3143613,1596595941.7114296,1596595877.9739425,39.19013609026698,4.858427923120372
131,20,1.4,1,1,26.384430360794067,1596595902.9299312,1596595929.3143613,1596595877.9739425,53.43938924751482,14.099678441244219
132,20,1.6,1,2,21.80532364845276,1596595558.1644244,1596595579.969748,1596595558.1644244,40.67336227649769,8.868958283098015
133,20,1.6,1,3,10.784191274642945,1596595602.7318554,1596595613.5160468,1596595558.1644244,40.8302914252797,4.4032167252963
134,20,1.6,1,1,22.76210746765137,1596595579.969748,1596595602.7318554,1596595558.1644244,58.08236438778215,13.22077020169984
135,20,1.8,1,2,19.382925367355348,1596595272.8646064,1596595292.247532,1596595272.8646064,44.23428904663213,8.573899232688946
136,20,1.8,1,3,9.665166473388672,1596595312.714779,1596595322.3799455,1596595272.8646064,44.63522917522483,4.314069205564029
137,20,1.8,1,1,20.467247200012206,1596595292.247532,1596595312.714779,1596595272.8646064,66.86904909925371,13.686253579441793
138,20,2.0,1,2,17.444081258773803,1596595012.5307565,1596595029.9748375,1596595012.5307565,48.752338473988445,8.504397538954988
139,20,2.0,1,3,8.799562168121337,1596595048.359942,1596595057.1595044,1596595012.5307565,48.785792491441434,4.29293613949506
140,20,2.0,1,1,18.385104370117187,1596595029.9748375,1596595048.359942,1596595012.5307565,73.68479391176103,13.54702626558302
141,20,2.2,1,2,15.86732234954834,1596594776.562782,1596594792.4301045,1596594776.562782,51.16753186075949,8.118917218654557
142,20,2.2,1,3,7.864309453964234,1596594808.9062304,1596594816.7705398,1596594776.562782,51.8476692586717,4.077461155169826
143,20,2.2,1,1,16.476125955581665,1596594792.4301045,1596594808.9062304,1596594776.562782,81.34125292997157,13.401887286590378
144,22,1.2,1,2,29.05197205543518,1596594454.004754,1596594483.056726,1596594454.004754,38.27198694809689,11.118766953220906
145,22,1.2,1,3,14.35977873802185,1596594511.6272576,1596594525.9870362,1596594454.004754,38.37706350621601,5.51086140564275
146,22,1.2,1,1,28.5705313205719,1596594483.056726,1596594511.6272576,1596594454.004754,49.28616113972889,14.081318105133779
147,22,1.4,1,2,24.948038005828856,1596594099.8662028,1596594124.8142407,1596594099.8662028,39.010648249999996,9.732391351730207
148,22,1.4,1,3,12.439282417297363,1596594148.5213933,1596594160.9606757,1596594099.8662028,39.129240401549794,4.867396721292
149,22,1.4,1,1,23.70715265274048,1596594124.8142407,1596594148.5213933,1596594099.8662028,53.47268059528911,12.676850016237527
150,22,1.6,1,2,21.80207028388977,1596593790.4642482,1596593812.2663188,1596593790.4642482,40.59811605529954,8.851229796311543
151,22,1.6,1,3,10.798919916152954,1596593833.0744548,1596593843.8733745,1596593790.4642482,40.76619360173196,4.402308599914904
152,22,1.6,1,1,20.80813612937927,1596593812.2663188,1596593833.0744548,1596593790.4642482,57.960714777368004,12.060544432435982
153,22,1.8,1,2,19.381500673294067,1596593515.0774992,1596593534.459,1596593515.0774992,45.87916191709844,8.89207007586411
154,22,1.8,1,3,9.613264036178588,1596593552.8394666,1596593562.4527304,1596593515.0774992,46.07142526361006,4.428967755821522
155,22,1.8,1,1,18.380466604232787,1596593534.459,1596593552.8394666,1596593515.0774992,67.1540988930523,12.343236720410939
156,22,2.0,1,2,17.443411302566528,1596593265.3820453,1596593282.8254566,1596593265.3820453,48.66340663583814,8.4885581733297
157,22,2.0,1,3,8.734178352355958,1596593299.352069,1596593308.0862472,1596593265.3820453,49.022443120359334,4.2817076148144375
158,22,2.0,1,1,16.526612281799316,1596593282.8254566,1596593299.352069,1596593265.3820453,74.03485114096742,12.235452801474962
159,22,2.2,1,2,15.863556718826294,1596593037.124253,1596593052.9878097,1596593037.124253,48.554642384664994,7.702493234314603
160,22,2.2,1,3,7.986442518234253,1596593068.0096874,1596593075.9961302,1596593037.124253,49.17353947131603,3.9272164640578864
161,22,2.2,1,1,15.021877813339234,1596593052.9878097,1596593068.0096874,1596593037.124253,81.09693041411973,12.18228179717781
162,24,1.2,1,2,29.047928619384766,1596592724.2111802,1596592753.2591085,1596592724.2111802,38.49369785467128,11.18162187578656
163,24,1.2,1,3,14.357715129852295,1596592779.106209,1596592793.463924,1596592724.2111802,38.52154633634421,5.530813886586355
164,24,1.2,1,1,25.84710040092468,1596592753.2591085,1596592779.106209,1596592724.2111802,49.17707332627029,12.71084751687743
165,24,1.4,1,2,24.95930151939392,1596592382.1921766,1596592407.1514783,1596592382.1921766,39.60095715949458,9.884122302004267
166,24,1.4,1,3,12.351804113388061,1596592428.9140468,1596592441.2658508,1596592382.1921766,39.73675345056385,4.908205947233618
167,24,1.4,1,1,21.762568473815918,1596592407.1514783,1596592428.9140468,1596592382.1921766,53.52579456326032,11.648587692983565
168,24,1.6,1,2,21.80366449356079,1596592082.1825511,1596592103.986215,1596592082.1825511,39.68200811059908,8.652131912742604
169,24,1.6,1,3,10.816242361068726,1596592123.0573206,1596592133.8735628,1596592082.1825511,39.95904363234795,4.322067004439955
170,24,1.6,1,1,19.071105194091796,1596592103.986215,1596592123.0573206,1596592082.1825511,57.74296923809523,11.012222405589206
171,24,1.8,1,2,19.3731409072876,1596591813.3563912,1596591832.7295322,1596591813.3563912,41.93282523386226,8.123705318962786
172,24,1.8,1,3,10.106989002227783,1596591849.618607,1596591859.725596,1596591813.3563912,42.43858029197349,4.289262642811368
173,24,1.8,1,1,16.88907480239868,1596591832.7295322,1596591849.618607,1596591813.3563912,66.27701722028132,11.19357501513197
174,24,2.0,1,2,17.44041018486023,1596591563.7980998,1596591581.2385097,1596591563.7980998,48.428267352601154,8.446088471714393
175,24,2.0,1,3,8.763310098648072,1596591598.2362595,1596591606.99957,1596591563.7980998,48.532063449780594,4.2530152173769125
176,24,2.0,1,1,16.997749853134156,1596591581.2385097,1596591598.2362595,1596591563.7980998,70.98359858464032,12.065614524170039
177,24,2.2,1,2,15.8680109500885,1596591337.8675945,1596591353.7356055,1596591337.8675945,51.088985227848106,8.106805770244033
178,24,2.2,1,3,7.903645324707031,1596591367.541533,1596591375.4451785,1596591337.8675945,51.65094869739532,4.082307791888513
179,24,2.2,1,1,13.805927562713624,1596591353.7356055,1596591367.541533,1596591337.8675945,81.21343643795619,11.212268205814702
180,26,1.2,1,2,29.045250797271727,1596591035.401719,1596591064.44697,1596591035.401719,38.35652748096886,11.140749603971855
181,26,1.2,1,3,14.358111810684203,1596591087.903405,1596591102.261517,1596591035.401719,38.43335171067488,5.518303611212209
182,26,1.2,1,1,23.456435203552246,1596591064.44697,1596591087.903405,1596591035.401719,49.09394667591064,11.515689790901469
183,26,1.4,1,2,24.957464504241944,1596590702.7618718,1596590727.7193363,1596590702.7618718,39.678720801521486,9.90280265977699
184,26,1.4,1,3,12.282274532318116,1596590747.8585997,1596590760.1408744,1596590702.7618718,39.95806038500302,4.90775867427552
185,26,1.4,1,1,20.139263343811034,1596590727.7193363,1596590747.8585997,1596590702.7618718,53.53213835509043,10.780978316904934
186,26,1.6,1,2,21.799890756607056,1596590410.5262713,1596590432.3261623,1596590410.5262713,40.933337124423964,8.923422776158104
187,26,1.6,1,3,10.830081272125245,1596590449.8758774,1596590460.7059586,1596590410.5262713,41.09899200370434,4.451054236025436
188,26,1.6,1,1,17.549714851379395,1596590432.3261623,1596590449.8758774,1596590410.5262713,57.858431661372585,10.153989774051103
189,26,1.8,1,2,19.380117464065552,1596590149.4729886,1596590168.853106,1596590149.4729886,43.852853443814766,8.498734508755817
190,26,1.8,1,3,9.687738132476806,1596590184.4819012,1596590194.169639,1596590149.4729886,45.20158862841541,4.379011538040299
191,26,1.8,1,1,15.62879500389099,1596590168.853106,1596590184.4819012,1596590149.4729886,66.36494353945409,10.37204098022928
192,26,2.0,1,2,17.44314193725586,1596589910.820432,1596589928.2635736,1596589910.820432,46.1728914566474,8.05400299331809
193,26,2.0,1,3,10.436569690704346,1596589942.2748063,1596589952.7113757,1596589910.820432,46.39782467834317,4.842341307526104
194,26,2.0,1,1,14.01123218536377,1596589928.2635736,1596589942.2748063,1596589910.820432,73.44625075806782,10.290724725157382
195,26,2.2,1,2,15.861642980575562,1596589686.9613311,1596589702.822974,1596589686.9613311,50.9238040515198,8.077351990779945
196,26,2.2,1,3,7.916996908187866,1596589715.5634294,1596589723.480426,1596589686.9613311,51.27791567967351,4.059670998942933
197,26,2.2,1,1,12.740455293655396,1596589702.822974,1596589715.5634294,1596589686.9613311,81.03633283203271,10.324397756082917
198,28,1.2,1,2,29.051220655441284,1596589391.3298614,1596589420.3810825,1596589391.3298614,39.020416366782,11.335907259385765
199,28,1.2,1,3,14.40099639892578,1596589442.1562653,1596589456.5572617,1596589391.3298614,39.26487854156954,5.65453374481401
200,28,1.2,1,1,21.775182819366456,1596589420.3810825,1596589442.1562653,1596589391.3298614,50.098938387907495,10.90913542452862
201,28,1.4,1,2,24.951345109939574,1596589063.8751216,1596589088.826467,1596589063.8751216,39.76883731451613,9.922859844555344
202,28,1.4,1,3,12.432108163833618,1596589108.6456895,1596589121.0777977,1596589063.8751216,39.974785691340145,4.969708595408091
203,28,1.4,1,1,19.81922278404236,1596589088.826467,1596589108.6456895,1596589063.8751216,53.17486602137183,10.538845161891725
204,28,1.6,1,2,21.805569171905518,1596588771.5873306,1596588793.3929,1596588771.5873306,41.08163577880184,8.95808450669692
205,28,1.6,1,3,10.85057373046875,1596588810.300787,1596588821.1513608,1596588771.5873306,41.66223211111111,4.5205912129751376
206,28,1.6,1,1,16.90788698196411,1596588793.3929,1596588810.300787,1596588771.5873306,57.42899878720375,9.71003020981395
207,28,1.8,1,2,19.375592994689942,1596588515.3301468,1596588534.7057397,1596588515.3301468,44.000498127752586,8.525357432869509
208,28,1.8,1,3,9.652622556686401,1596588549.2413514,1596588558.893974,1596588515.3301468,44.40503917268041,4.2862508274875815
209,28,1.8,1,1,14.535611629486084,1596588534.7057397,1596588549.2413514,1596588515.3301468,66.73708138530597,9.700642963022126
210,28,2.0,1,2,17.44073643684387,1596588279.6074939,1596588297.0482306,1596588279.6074939,48.53183413872832,8.464309280101823
211,28,2.0,1,3,8.701742219924927,1596588311.9009304,1596588320.6026726,1596588279.6074939,48.709004414503895,4.238532002041982
212,28,2.0,1,1,14.852699947357177,1596588297.0482306,1596588311.9009304,1596588279.6074939,71.32440242853053,10.593599481955176
213,28,2.2,1,2,15.858575296401977,1596588062.0926785,1596588077.9512537,1596588062.0926785,48.6201565330162,7.710464133016878
214,28,2.2,1,3,7.9010614395141605,1596588090.4001665,1596588098.301228,1596588062.0926785,49.19813653421778,3.8871749946646093
215,28,2.2,1,1,12.448912811279296,1596588077.9512537,1596588090.4001665,1596588062.0926785,79.5348298065073,9.901221617211473
216,30,1.2,1,2,29.04308137893677,1596587767.0431056,1596587796.086187,1596587767.0431056,39.143705847750866,11.368538344093915
217,30,1.2,1,3,14.427322483062744,1596587817.4163191,1596587831.8436413,1596587767.0431056,39.31734123831822,5.672439612218385
218,30,1.2,1,1,21.330132055282593,1596587796.086187,1596587817.4163191,1596587767.0431056,49.74694729253648,10.611089550969862
219,30,1.4,1,2,24.9454167842865,1596587441.7533984,1596587466.698815,1596587441.7533984,40.56780898387097,10.119809031279836
220,30,1.4,1,3,12.388831377029419,1596587485.1663272,1596587497.5551589,1596587441.7533984,40.7722310656963,5.05120295538192
221,30,1.4,1,1,18.46751217842102,1596587466.698815,1596587485.1663272,1596587441.7533984,53.804128648403186,9.936284010637172
