,phase,sim_time,real_time,sim_en,real_en
205,"[(3401000.0, 4.0), (3100000.0, 2.0)]",1.980257511138916,1.655,29.486510902395246,30.205184000000003
206,"[(3401000.0, 4.0), (3100000.0, 3.0)]",2.2556395530700684,2.153,27.54685205783367,30.61363
207,"[(3401000.0, 4.0), (3100000.0, 4.0)]",1.9136931896209717,1.984,27.124275469648836,27.304007
208,"[(3401000.0, 4.0), (2800000.0, 1.0)]",2.881178140640259,1.998,29.782372779064175,31.475505000000002
209,"[(3401000.0, 4.0), (2800000.0, 2.0)]",2.2656326293945312,1.749,28.421260308430195,31.817607
210,"[(3401000.0, 4.0), (2800000.0, 3.0)]",2.565920352935791,1.787,29.13972174200535,32.840492
211,"[(3401000.0, 4.0), (2800000.0, 4.0)]",1.9177112579345703,2.1500000000000004,25.225043911044597,26.910453999999998
212,"[(3401000.0, 4.0), (2600000.0, 1.0)]",3.197216272354126,2.262,28.449777903506757,32.656044
213,"[(3401000.0, 4.0), (2600000.0, 2.0)]",2.242910623550415,1.6749999999999998,28.53118538787365,29.832504
214,"[(3401000.0, 4.0), (2600000.0, 3.0)]",2.499145984649658,1.8170000000000002,27.43261285493374,32.525673
215,"[(3401000.0, 4.0), (2600000.0, 4.0)]",2.13460636138916,1.988,25.368396731448172,25.185788000000002
216,"[(3401000.0, 4.0), (2400000.0, 1.0)]",3.2810122966766357,2.156,27.552373042097095,32.139871
217,"[(3401000.0, 4.0), (2400000.0, 2.0)]",2.3568055629730225,1.694,27.541901862003805,30.031905000000002
218,"[(3401000.0, 4.0), (2400000.0, 3.0)]",2.7774083614349365,1.755,27.936958279912467,32.32499
219,"[(3401000.0, 4.0), (2400000.0, 4.0)]",2.225003480911255,1.884,25.605379596562386,24.257507
220,"[(3401000.0, 4.0), (2200000.0, 1.0)]",3.653329610824585,2.132,27.7554204762125,31.714519000000003
221,"[(3401000.0, 4.0), (2200000.0, 2.0)]",2.4591362476348877,1.738,27.237903806042667,31.984904
222,"[(3401000.0, 4.0), (2200000.0, 3.0)]",2.7936582565307617,1.811,26.611639632396695,32.744057
223,"[(3401000.0, 4.0), (2200000.0, 4.0)]",2.4403228759765625,2.5540000000000003,23.35775283101559,26.099970999999996
224,"[(3401000.0, 4.0), (1900000.0, 1.0)]",4.060766220092773,2.082,27.606214769492148,31.956277999999998
225,"[(3401000.0, 4.0), (1900000.0, 2.0)]",2.6915717124938965,1.645,27.12249092592716,29.840317
226,"[(3401000.0, 4.0), (1900000.0, 3.0)]",3.24259614944458,1.7850000000000001,27.138328766810893,32.577492
227,"[(3401000.0, 4.0), (1900000.0, 4.0)]",3.012453556060791,2.825,22.815689264278415,25.711116
228,"[(3401000.0, 4.0), (1700000.0, 1.0)]",4.093569278717041,2.153,27.108941485967637,31.880716999999997
229,"[(3401000.0, 4.0), (1700000.0, 2.0)]",2.815443992614746,1.749,26.661453273165225,31.689128
230,"[(3401000.0, 4.0), (1700000.0, 3.0)]",3.4317378997802734,1.791,27.571247198798655,32.682227999999995
231,"[(3401000.0, 4.0), (1700000.0, 4.0)]",3.0752267837524414,2.464,23.38902272974253,24.301024
232,"[(3401000.0, 4.0), (1500000.0, 1.0)]",4.1363630294799805,2.143,26.957861592638494,31.740214
233,"[(3401000.0, 4.0), (1500000.0, 2.0)]",2.757963180541992,1.8519999999999999,26.09094687640667,32.158303
234,"[(3401000.0, 4.0), (1500000.0, 3.0)]",3.2196147441864014,1.797,26.98245067572355,32.781349
235,"[(3401000.0, 4.0), (1500000.0, 4.0)]",3.017596960067749,2.802,22.43617843100548,25.12988
236,"[(3401000.0, 4.0), (1300000.0, 1.0)]",4.249048709869385,2.157,27.54217592832565,31.610087999999998
237,"[(3401000.0, 4.0), (1300000.0, 2.0)]",2.692462205886841,1.65,26.904222008135317,29.893356000000004
238,"[(3401000.0, 4.0), (1300000.0, 3.0)]",3.3120431900024414,1.811,26.57051384768724,32.289103
239,"[(3401000.0, 4.0), (1300000.0, 4.0)]",2.9976871013641357,2.7119999999999997,22.36320750948429,24.698301
