,2mm_EXTRALARGE_DATASET_mem.dat,2mm_LARGE_DATASET_mem.dat,2mm_MEDIUM_DATASET_mem.dat,3mm_EXTRALARGE_DATASET_mem.dat,3mm_LARGE_DATASET_mem.dat,3mm_MEDIUM_DATASET_mem.dat,adi_EXTRALARGE_DATASET_mem.dat,adi_LARGE_DATASET_mem.dat,adi_MEDIUM_DATASET_mem.dat,atax_EXTRALARGE_DATASET_mem.dat,atax_LARGE_DATASET_mem.dat,bicg_EXTRALARGE_DATASET_mem.dat,bicg_LARGE_DATASET_mem.dat,cholesky_EXTRALARGE_DATASET_mem.dat,cholesky_LARGE_DATASET_mem.dat,cholesky_MEDIUM_DATASET_mem.dat,correlation_EXTRALARGE_DATASET_mem.dat,correlation_LARGE_DATASET_mem.dat,correlation_MEDIUM_DATASET_mem.dat,covariance_EXTRALARGE_DATASET_mem.dat,covariance_LARGE_DATASET_mem.dat,covariance_MEDIUM_DATASET_mem.dat,deriche_EXTRALARGE_DATASET_mem.dat,deriche_LARGE_DATASET_mem.dat,deriche_MEDIUM_DATASET_mem.dat,doitgen_EXTRALARGE_DATASET_mem.dat,doitgen_LARGE_DATASET_mem.dat,doitgen_MEDIUM_DATASET_mem.dat,durbin_EXTRALARGE_DATASET_mem.dat,durbin_LARGE_DATASET_mem.dat,fdtd-2d_EXTRALARGE_DATASET_mem.dat,fdtd-2d_LARGE_DATASET_mem.dat,fdtd-2d_MEDIUM_DATASET_mem.dat,gemm_EXTRALARGE_DATASET_mem.dat,gemm_LARGE_DATASET_mem.dat,gemm_MEDIUM_DATASET_mem.dat,gemver_EXTRALARGE_DATASET_mem.dat,gemver_LARGE_DATASET_mem.dat,gesummv_EXTRALARGE_DATASET_mem.dat,gesummv_LARGE_DATASET_mem.dat,gramschmidt_EXTRALARGE_DATASET_mem.dat,gramschmidt_LARGE_DATASET_mem.dat,gramschmidt_MEDIUM_DATASET_mem.dat,heat-3d_EXTRALARGE_DATASET_mem.dat,heat-3d_LARGE_DATASET_mem.dat,heat-3d_MEDIUM_DATASET_mem.dat,jacobi-1d_EXTRALARGE_DATASET_mem.dat,jacobi-2d_EXTRALARGE_DATASET_mem.dat,jacobi-2d_LARGE_DATASET_mem.dat,jacobi-2d_MEDIUM_DATASET_mem.dat,lu_EXTRALARGE_DATASET_mem.dat,lu_LARGE_DATASET_mem.dat,lu_MEDIUM_DATASET_mem.dat,ludcmp_EXTRALARGE_DATASET_mem.dat,ludcmp_LARGE_DATASET_mem.dat,ludcmp_MEDIUM_DATASET_mem.dat,mvt_EXTRALARGE_DATASET_mem.dat,mvt_LARGE_DATASET_mem.dat,seidel-2d_EXTRALARGE_DATASET_mem.dat,seidel-2d_LARGE_DATASET_mem.dat,seidel-2d_MEDIUM_DATASET_mem.dat,symm_EXTRALARGE_DATASET_mem.dat,symm_LARGE_DATASET_mem.dat,symm_MEDIUM_DATASET_mem.dat,syr2k_EXTRALARGE_DATASET_mem.dat,syr2k_LARGE_DATASET_mem.dat,syr2k_MEDIUM_DATASET_mem.dat,syrk_EXTRALARGE_DATASET_mem.dat,syrk_LARGE_DATASET_mem.dat,syrk_MEDIUM_DATASET_mem.dat,trisolv_EXTRALARGE_DATASET_mem.dat,trisolv_LARGE_DATASET_mem.dat,trmm_EXTRALARGE_DATASET_mem.dat,trmm_LARGE_DATASET_mem.dat,trmm_MEDIUM_DATASET_mem.dat
10,338204557.6568942,494336626.6709389,302329084.78334105,249266238.7888032,324513858.82725537,202267412.20113295,784105524.1200819,851243154.7202635,387094117.56546223,52701523.96611403,52790847.35752669,65090349.29737502,67503057.74678448,207685028.52259928,241294481.72815463,197781886.3646347,138259142.58362642,206487171.9572101,162370919.30190423,133180377.60721593,223697461.1848612,183082430.70921436,508602571.59189576,516098256.94982606,256404669.65832242,436080256.68559283,309029393.5126168,190803351.79947904,197468754.36693016,194005138.29154766,724785442.3966502,584721587.9217169,276800691.67894995,702652315.2577184,663200375.0054051,338948045.45714146,69964034.10306445,55688984.72501931,73951524.29147722,65211052.00521567,121300106.48924972,207368593.60988334,182432738.15935916,749615849.6698409,783956408.6833155,339198109.0291575,353587592.16973734,757785742.0535008,747553192.301302,393711425.0547431,208010529.0208087,243646177.90094593,215930948.73204824,207876730.55286646,245351608.9893981,207312372.01435772,66580624.62955623,55410696.00422028,706554981.5289221,574052999.8333871,315303814.1910088,361876885.727164,479915302.96006143,265766828.95794618,387362144.4557531,636633162.3408288,327468734.99208385,473699884.7957471,493669240.3090548,276505433.9041579,196254555.99343678,137065698.06576848,147367803.25900266,259710778.32291996,217466557.26688433
11,340743012.486378,491866139.0801174,305948514.23416525,247545965.1114638,324364056.5884296,203488329.02826908,657756951.5097351,833801270.5709889,392911530.2163619,53049062.77054211,53105551.421412095,65380100.00000019,67711333.33333352,207464506.45840514,240267529.39221767,201620153.6072932,135504413.87536797,211097473.98086205,163214498.09890658,135088860.84448877,229985035.42167094,184174415.53967273,573987369.7933197,577450682.1020985,258024711.52263436,438589702.95974076,309130038.5789276,193611568.91534448,199048474.06611162,194801919.7530868,721919461.1488141,591334166.6839002,278818147.6672666,724598429.8769547,694058256.8985586,343584808.4026054,71801280.41735663,56297290.85887096,74787924.8585604,65315540.84656104,121250760.33504988,207915153.86849323,183649737.7160251,762200084.0660678,783983405.5465566,346328445.954568,355688156.3315708,766907052.400252,736999615.0254984,396255557.4720912,208196311.14284936,244142580.34518436,221034716.97394785,208106161.0198007,243441940.25986966,213802740.79236653,68084225.73113255,55770580.66698983,712560012.1567969,584408968.7457342,321266558.6981854,367352294.00947237,492409496.7555322,267357377.64388716,380211181.79764456,644420769.2569345,330574960.00000095,465372349.5247229,490610366.56623894,279600000.24250525,197761764.47689658,138624638.08870643,148339682.55548686,260853660.0821552,219296782.22222283
12,341745781.7017795,487868128.36236095,308849216.97057474,245764232.77988914,323810222.6403542,204720299.1376009,571784984.2659566,834887942.7651929,398863960.243269,53385580.35436983,53404520.06831544,65641451.363782376,67889110.43503408,207833467.3902326,238918375.7236327,205175826.22806123,137963680.94129732,213062954.16855592,164058384.7113507,140738237.40614462,234095564.1636554,185181256.18478855,612189403.0048641,606329368.0550092,259780702.50438327,441064527.7448571,309114759.5301275,196179674.12972757,200547052.77317107,195605983.0328078,741184223.9983175,588000890.5369462,280744380.6991304,743859728.175545,719746849.2924011,347600109.29451036,73599681.50554533,56875898.2632696,75628759.4402255,65359882.94515421,121344505.75659668,209415763.66970506,184610803.0302687,762190517.9472686,783469578.5708952,353136759.99043787,357749566.13073,768338300.5791886,760585103.130678,398652306.8876491,208476504.85834783,244228506.47619492,225947648.62019858,208232972.21837342,242736781.46176672,220591712.51237342,69618760.01824017,56108927.4735389,720432784.9515079,610729539.7227614,327182377.34269285,374775050.3548872,503572774.7682886,268559536.3079994,376684863.46229047,647918821.6172519,332871695.25585186,461090351.24402475,491903198.0935978,282427428.71900916,199018299.15736887,140015784.16998306,149193635.4479619,262222957.11111096,221120367.61833268
13,341789863.4106019,490369676.02732015,311168646.610671,245638434.64187136,323847702.822226,206111605.44681707,587237805.7204155,796091679.3701053,404763287.8810635,53712736.9393645,53691948.186651856,65880291.0188796,68047835.3483163,207710779.1959333,238898187.80381554,208933768.13894194,137130410.65433002,212952402.9246137,164902963.5082421,144771026.36790693,235661789.2898169,186109631.60915628,613285537.2738366,594118049.4352877,261666168.7511794,443045447.39577836,306639860.26073474,198520621.12168577,201984411.67800808,196416324.98075372,728620094.6275008,588381530.2979139,282676162.8179723,760924128.0201205,736458443.2940228,351051714.5861445,75313782.49062014,57422879.26643904,76475629.3618035,65353079.08617878,121280110.71320876,210875367.0357872,185376598.46236035,768014871.4803578,783220026.7771491,359791142.3676769,359772574.3881434,766012663.3939595,739302857.7984707,400986100.0740938,207112335.5623854,244161015.61051017,230472647.015587,208293274.25511083,242371513.36679855,227298861.72024244,71212633.57942377,56429183.026618905,720722844.146086,629409137.9060813,333107935.170714,381264876.02532184,512234545.17043805,269421349.6361828,370537561.46321744,646161616.6451705,334466323.8894061,461531626.39539486,496415405.28173155,285000445.64330256,200106407.2886131,141251705.92040917,149903823.80981815,263573716.53228053,222936235.41864994
14,342767010.4572808,497692129.48322606,313046682.1071084,245462402.0197257,324319617.4060995,207741637.6773183,627324305.3931524,752066267.3446187,410581072.5534745,54032192.747293465,53972030.66483645,66102506.595449835,68198954.36961026,208023121.49846807,239126031.5894473,213109487.47405463,135324692.07136828,214248905.45966354,165748618.85858598,146451099.5692192,242188638.9261903,186966220.7773705,583055228.7099059,579955055.2432555,263674636.41063282,443116243.43292063,306033386.20008755,200647363.57027635,203381112.76842377,197231942.44696778,723914568.4368716,593751836.2306066,284690014.0623182,773740751.4919335,740685796.2209511,353997390.73079604,76930265.7585493,57935156.91023532,77331987.40237902,65304130.054818355,121292916.3481018,212220650.90288728,186008969.88785276,768699688.7708523,782905272.193649,366432496.2796328,361757933.9247398,766695695.795065,720627122.4380921,403328209.6507242,205905987.93416128,243827161.81889534,233996078.8354121,208333165.6220767,242619660.9526366,233504402.78678632,72794090.7077569,56735439.91428136,712387240.7475784,648120194.009553,339153332.79611033,384774557.63777643,516637573.3165535,269990862.314337,363578797.7031989,643229868.26866,335466229.0304331,463291364.4096596,503568879.34038717,287331777.32501876,201100419.16029587,142344972.95079532,151143885.40516746,262738593.09883022,224743307.58661056
15,343639846.3763618,506323883.35133743,314632297.4171153,244415780.90129316,324183104.2088233,209618250.06287712,698918127.7101122,746702697.4564748,416393789.8272969,54345608.5467925,54248963.77060989,66313985.72365108,68353913.79534611,207606453.2245168,239233893.9700952,217397693.1638972,134357524.0987312,214194335.37600875,166595735.1313878,149213891.07586738,244735256.3242919,187757702.6540257,583413412.1373804,584743496.0026904,265799631.63035372,441119547.6360888,309169684.26143616,202572855.15455675,204756327.60072413,198051832.281493,741012625.0488627,587413562.8572142,286837034.06339544,781814598.0017467,741282494.6189576,356494904.1817532,78423025.52835973,58406192.4772316,78203852.5779976,65222036.636256486,121170196.17614466,213117398.48685372,186574193.8646077,759157862.9752089,783016806.9274739,373145630.7213717,363706397.5614479,768520194.7707652,705653814.7641387,405733397.08457977,205334208.969203,243825464.62928295,236152516.70682448,208680947.02370116,243403049.9319879,238728443.632033,74293818.23620754,57032938.65546531,706172205.3599849,665448088.4332974,345388667.1637216,387163783.3550059,515383079.44208366,270316119.0283621,358705802.64175713,643015233.3127867,335978793.80870223,466509531.3035792,511726682.4323999,289434150.07379067,202060596.43294096,143308154.87195227,149978122.005633,264263676.94612008,226540506.08565056
16,344121952.0043379,515920495.0994203,316071502.2001327,245472679.9872986,325453319.2211855,211687084.4347509,706607457.3318714,797765815.5906707,422309655.8309431,54654760.905892946,54527235.843892574,66520616.03364135,68524159.92195398,208461707.2006611,239709117.70643446,221321356.17877975,132512324.8542847,213332055.60651326,167444696.6956529,146641652.8453865,246648988.20934793,188490756.20371637,581438823.658387,593937529.325471,268034680.55795237,442324710.6024912,315286289.45970774,204310049.5535844,206126238.08138776,198874991.33437264,766042633.9831275,593796665.2564526,289140879.6268052,782457883.1294136,734828105.5257552,358602021.3923044,79730091.3437055,58826375.855486475,79096655.7283757,65115799.61567682,121177161.36148857,213519872.4040268,187137102.87625283,762473272.1873132,783702689.5707618,380008127.2062995,365618718.1191965,767673906.0801253,693991711.3372924,408238599.0821838,205451924.7152858,244169843.86344114,237371529.8056547,207490113.7810189,243979808.14044806,242379804.7808457,75719000.63299549,57328385.834524766,701755413.3854256,675834557.2834067,351714587.7143557,384990877.59598964,511568785.3756825,270445164.46415764,355078584.15953225,642692795.7913421,336111401.3539831,467061068.33867955,518904646.0400291,291320290.19925165,203029233.19529203,144153821.29469067,148952484.9573417,267801730.56326437,228326752.8792059
17,343169004.9199665,526509292.5092347,317493194.0329224,248490823.90416065,328065572.6979544,213857517.6976174,654539232.4221426,874629444.2606363,428416762.97965086,54961655.40898284,54811912.8554828,66728285.15557864,68721139.04586397,208492853.0234509,240953060.147177,224666461.21633196,129966041.84318453,213008220.51779118,168295887.92038667,146842115.8850839,248720939.24736533,189172060.39103696,578846455.2695707,604347523.392603,270373309.34103876,443978419.28337425,322083823.5884797,205871900.4464167,207502970.3215101,199700416.45564967,769335064.4122252,592361804.9348607,291598773.1770786,781497822.0944339,735118139.2752638,360376508.8157379,80791794.46537219,59189102.79699325,80010656.47303823,64994419.778262936,121556949.7646962,213827407.00285482,187754193.15970117,764666118.3571798,784922697.1429548,387033109.60553664,367495648.41891414,766992730.8462948,685010752.1755964,410864013.9328023,204982883.2966419,244655081.57782885,237658670.91567555,206030484.30065703,245037034.76518655,244152294.61188826,77099733.99261975,57630088.4246957,705173128.5451032,681368894.1629522,357906709.91436416,379916516.9263044,506855992.4692212,270426043.3076235,352533207.1457531,642462209.0856951,335971434.79604495,465312261.3883552,522642125.24626017,293002924.01103467,204029009.74408787,144894541.82982126,148616912.2108361,273012475.05465287,230100969.93071273
18,342055571.8357845,543910103.3326029,318999052.84892815,250079883.0821799,331494496.8671914,216034800.51714975,644005505.0443752,935811286.9538145,434742577.68974584,55268125.22497875,55107625.90549272,66943120.61595463,68957002.38932875,208144493.9388325,243022439.00422478,227363760.27476445,131149425.49632019,212659856.90549198,169149693.1745945,142940057.24632862,246972579.27458382,189808294.1805821,577839990.0780593,615496456.3476595,272809044.1272233,446297032.3744458,331343884.4257969,207271361.512111,208894061.56402645,200527104.4953673,788417981.6788999,588323665.5500098,294185025.252315,785220339.367007,736369840.3854425,361876132.90534174,81602932.18495405,59495856.71417737,80939123.9517121,64866897.90919842,121170327.99648249,213861966.2003801,188468701.7248075,769392423.3468549,786283427.2335799,394091079.8559094,369337941.2815294,766069206.6318218,684684396.3047105,413618188.50982296,205052263.91255602,245402328.35615104,237213166.386854,205592564.98360005,244416686.39275652,244353952.42816165,78423308.64085597,57947907.443053566,696693229.5462478,679012326.8986119,363772424.0275471,373680922.9349936,506062294.0048527,270306800.2446596,350586572.3938813,642679956.8799626,335668386.58499944,459928118.9711665,524171887.3474983,294494777.8187729,205063596.8560175,145542886.0881547,148656910.38239676,279441897.031636,231862079.20360696
19,341669020.4532881,541544986.803164,320657477.60189396,251679234.77506846,334727965.9778232,218154801.57888666,693844249.2688555,970881628.4244808,441256598.95133847,55575455.13526215,55417622.937050484,67172149.55251247,69246544.64643554,208396227.33605194,245843576.4797683,229260584.30069038,133055820.85112493,212136656.5859372,170006496.8272817,140537798.1855501,248021910.81313658,190406136.53694615,582237532.310051,625335190.0576648,275335411.064116,448647183.71603805,341774197.6393089,208521386.42972475,210302460.18371132,201354052.3035687,775035789.3021585,598020418.8578597,296859260.06197435,788804754.0487641,735344396.1750163,363158660.11440444,82199962.916369,59759835.35767104,81871310.07676579,64742234.79366687,120881267.25627412,213469463.06487423,189307652.5661626,774079100.759006,784461057.237937,401006481.01497585,371146349.52797127,766674534.2809165,688821763.4615388,416500325.9749953,206035565.22383037,245508805.01972213,236898905.3133269,204899836.80424324,243907753.21542165,244032493.76130942,79642516.82208031,58294333.91701381,697586730.0000325,667272546.7697847,369312702.4487845,363830701.15940785,505448158.7000292,270135479.96116567,348165047.1140447,641806744.3133166,335319659.1222412,448795525.1171829,522980952.8541775,295808577.9320996,206119585.84158063,146111423.68050164,148969283.78981665,286325285.35499513,233609002.66132462
20,341226755.1535924,537306185.7819418,322501565.15373653,251564190.74482134,338598986.9107513,220185228.13545915,715746870.258917,968854601.2544013,447877877.5154122,55884119.492544465,55743107.80948638,67422105.89636517,69603698.93526618,207728885.7246219,243898315.67904237,230276036.06244314,134548950.1839437,213344464.15153977,170866683.6654508,138394126.0133715,248210037.81030467,190972266.42472374,591595752.4984659,632265627.3112314,277945936.29932696,446419558.84360456,351878502.40713924,209634928.8783154,211727057.18260267,202180256.73029694,776900935.446757,603087543.4670991,299578440.31669176,792626711.8317908,735279572.7851019,364281873.49061316,82608348.01307635,60007623.17398234,82796625.06243762,64629431.21685188,121014852.95044722,213195742.15525505,190280872.06702447,781059704.2855717,783070711.371576,407777323.56645733,372921625.97916836,766495840.9186612,702560727.5581259,419502613.46686476,207074303.68216762,245788308.79347545,236865626.20041728,204900746.52716222,243139780.2105629,243879499.3557617,80734178.0695427,58685766.18772143,688575698.9726151,679571689.101808,374653564.8840066,358406230.64984435,509783437.2849846,269960145.02258146,346901661.3426138,650610951.7705561,335040076.7509686,431129957.8606657,516949779.38338155,296957050.6606477,207170397.98619702,146612724.21767285,149689387.483236,292854156.49596184,235340662.26730177
21,340920941.779982,531211208.17277277,324531131.3866721,253107015.2617955,342040096.8919258,222114522.7714092,695556048.9201368,924168660.569556,454485329.67540234,56193634.11066011,56082866.73100351,67698030.97671565,70037424.73059908,207454255.90933427,244593417.97894153,230499097.60760093,134134436.7102492,212677338.06958312,171730688.94926426,136756857.34453768,248116530.56849152,191513362.80850926,604052365.9175168,635270013.0067786,280634145.98046654,446778561.6713432,360443891.8133174,210624942.53694022,213163563.44742143,203004714.6255952,771952714.5534247,603153386.7199717,302308643.6515753,797547902.2352426,734115290.4423208,365305559.8553446,82851481.36660469,60286787.75536559,83711409.78376451,64537487.96393706,120377071.87712596,213125373.7381152,191381973.59538692,790585609.7587508,782044194.4452126,414600716.93919456,374664523.4560491,766844344.2898421,725849011.6954495,422613848.39769495,208627150.11616245,245479346.22898135,236889785.2396166,205250704.83632496,242038824.7293245,243779094.15031853,81734256.5366283,59136979.23301311,684426817.9365795,683735799.3059615,379923558.49501526,353587875.47874856,519003141.43854505,269831016.94880575,345802678.76848036,638370283.3427591,334929581.38752204,419784818.34830487,507220349.1719718,297952922.31405044,208187147.81215554,147059357.31047893,150810507.89958662,298676438.75319797,237055979.98497435
22,341048916.36932886,525728607.0619405,326718774.5395996,251864808.98673916,343862070.44278914,223949237.54344183,740357817.2561573,870376569.5002215,460947874.98440844,56502522.0852881,56433182.050832406,68002273.95279983,70548770.67298184,207647424.99444893,244595276.53416294,230247286.07456815,134442039.6894056,213191500.55217868,172599033.01292214,140287240.82015917,247078502.15717253,192036104.65289727,617095268.2898804,634883342.4002073,283393566.2551448,447417546.349862,365628906.51861256,211504381.08465663,214605978.39805007,203826422.83950663,767993767.7058727,598813748.6959612,305021904.8567113,803354029.2956829,734038894.5008788,366292883.45114446,82921779.37566218,60669742.7682098,84624069.03551193,64475405.820105985,119900360.91489483,213024235.59820276,192591311.2921858,783703756.4067171,785817141.4030902,421634563.82823086,376375794.7795425,766089103.5939559,754217251.2071614,425814846.7130394,209244798.48652184,245289740.76264042,236899358.29573807,205651282.47238207,241673757.59609058,243731890.7940494,82672333.01284604,59655653.814157024,689709140.7959151,694828797.0019933,385191372.54201543,349357055.5308432,530469946.8458569,269801956.2427873,344940629.1829362,628923210.4503323,335064443.68662465,409697300.35965943,503497992.7016708,298808919.20194083,209150121.07756123,147463892.5697306,152228817.9535702,303044004.95184666,238753877.77777845
23,341227325.43864167,521609843.8204498,329019272.04614115,248947765.91386247,346342869.5998027,225710004.44955152,759263391.6085466,835706308.5724418,467154246.4977547,56808393.54560177,56788033.41087005,68333892.07305197,71129112.25417499,207244737.57823852,244843998.97663057,229941543.0702757,138133575.72705036,212650802.42769694,173472160.3009138,142112736.10079437,247320880.16358387,192547170.92248228,630369732.6257713,633189864.4797844,286217723.2709719,448129480.34384066,366361669.01170945,212286198.2005221,216049228.62964475,204644378.2220742,737840095.8319274,596397786.576116,307693709.68248504,808011351.3720226,734530454.3064786,367303995.7152139,82877619.96827888,61226102.94700734,85549277.82558028,64452185.57054226,119567173.42629723,212811211.0881548,193880507.92607898,782840972.4168942,785956614.3186722,428706446.66978896,378056192.770577,764786378.7873493,739710214.1312569,429075756.43649745,207771295.6104273,244517989.03014925,236890250.8593769,206825611.3074614,241513528.94030482,243780010.2700235,83486813.73708948,60239160.249450974,691141432.1835622,694092343.3192706,390519228.6058762,344456447.3971874,542681012.9296067,269923577.2776515,344433717.8166478,622235457.4942088,335491989.7405271,400569591.9827226,500705442.09107554,299537767.6339522,210049228.2476326,147838899.60623863,154184389.81558952,305477102.5920686,240433277.60915
24,341402646.9848663,523871518.8558422,331381779.33239156,243130447.17533198,348539252.3419401,227425051.6676612,689847361.2632823,833983473.5950627,473042051.69111973,57108139.336847,57139586.256803006,68688450.76149368,71759564.37896648,207038531.12806517,245777736.63913614,229821309.4425441,139114010.91656157,212517266.70114568,174350294.46232787,140633261.07343096,247505799.05894288,193053293.77059835,642602586.5119284,632066191.7626444,289100143.175558,448297478.5672455,367598601.13943386,212983347.56359398,217489983.48619556,205457577.6233413,756056519.6716515,600472288.0841122,310302467.1011266,810255915.7972933,733082075.7016722,368390282.55439323,82953242.2853699,61995967.62267775,86499674.38579309,64476828.00042949,119398524.9555255,212738853.0500897,195218260.4706285,782700528.6799568,783829914.9816364,435426896.98156106,379706470.25008154,764431295.891961,746769399.743335,432355746.4047634,207634546.2174907,243617911.9237418,236894893.8600758,207891273.1996785,241664807.3463141,243830998.0693438,84080185.99342275,60872820.64312457,682679849.9884512,696139849.4251451,395941887.2923924,340136087.0655769,554432349.1078091,270237050.0561562,344185753.14363456,617636572.5506551,336228843.3120556,392078251.0333128,499062292.7871842,300152193.91971743,210882945.91846997,148196948.03081357,156247219.60293764,305095177.7353801,242093101.44252512
25,341153078.34401166,529517359.53864795,333765413.0455274,236472891.82381672,348583662.5341372,229121461.80038625,650171917.6757703,854119164.9768881,478599493.13046616,57398231.82326794,57478954.652842656,69058223.53134505,72411568.80335717,207158478.95940617,245888158.73837522,229841084.400234,141721914.10200125,212953777.9419603,175233338.0315282,139065320.96085554,246118548.1172261,193561714.57957235,650812312.7743636,631759310.6450577,292034352.11651325,448782357.9019026,369090101.961154,213608782.8529297,218926164.05050597,206265017.89335084,749733912.7479578,603778704.5741172,312825492.09082705,810854987.4251955,733439266.9868337,369590381.6893831,82944854.31841257,62968700.69788394,87473759.68559523,64558333.894951254,119529445.07825541,212321111.30404103,196578179.51294944,781988454.5162362,773086493.5085608,441449719.6428258,381327380.03898454,765781262.9566683,751185664.0822132,435598942.0570956,207345800.22384468,243018427.4603746,236891663.7375058,208616190.57298175,241628877.24784562,243825903.4154747,84445996.3212889,61529412.3428408,685003338.1292208,696928316.5456401,401372572.4387945,336540232.34568495,561056782.2158276,270769809.1210841,343316590.5640454,615687627.9358789,337262683.60156417,385131096.2632796,498389541.5438742,300664924.36886984,211658653.55868438,148550607.45426625,155329204.06121892,306709705.61688346,243732271.24133968
26,342034805.624769,539763457.383034,336136715.5989374,230429345.7344265,350809928.95629954,230823348.7656003,668216253.9894369,880289893.8911626,483838558.99968296,57674626.62625358,57796267.20736237,69432791.72585899,73048656.44911715,207780456.43802944,245317634.7669172,229825421.8669162,144204774.74039745,212506402.25014803,176120816.6951962,137938379.27654448,245426475.4059894,194079775.6721391,653157135.3561023,631604498.2574003,295013876.241448,449177103.418477,369321496.7766978,214175457.74758664,220357113.47759366,207065695.88214606,752344635.5162171,607747040.0258845,315241242.75742275,810418493.0539345,733691454.2403804,370927970.06819886,82386542.4230128,64073073.62751898,88444282.6681911,64705704.03929114,119798765.11016384,212317784.03233078,197937844.9858011,782373042.3042498,763505071.6209077,446581501.69896,382919674.9582149,764128171.5824697,752185086.1991436,438742274.6761269,207038177.19612142,243075282.88157248,236883012.23138958,208414814.6137685,242334569.72617006,243806991.98730955,84663856.06247787,62169613.48822252,691778376.7732303,695244112.2728705,406540033.4057256,331584286.20291287,562936660.8859355,271533169.6165717,342885843.2539169,615004957.298562,338557518.54778963,377574049.7178806,496740676.87850493,301088685.29104245,212392079.1493311,148912447.4874072,157289616.38680983,308360750.99905044,245349708.9690298
27,341791476.9180215,554153106.2773138,338470182.848491,226209683.55473375,353817931.76510304,232555887.64334342,642275142.5558994,908254360.1058306,488780741.1687237,57932776.14936006,58080839.11863447,69800044.08637841,73629384.59471305,207735636.46701413,244943655.89584506,229802279.91434178,144893394.3253519,212793061.60974082,177011868.14573944,139445797.56548178,245655796.19500175,194614008.04181963,651555682.4240297,632017144.1918947,298032241.69797224,449283918.98551357,368161112.8345401,214696325.92662212,221783639.0574629,207858608.43977004,758868421.1518451,607021219.6721345,317535039.3821586,812031582.9502997,734696165.731871,372411321.3488623,83017022.95321035,65124148.07081114,89367783.88015369,64927939.21863277,120435555.6763047,212182510.4525755,199279271.00881812,782801970.0144414,756097781.9297106,450669570.6467619,384484107.8287012,762880913.6062545,748509533.9115407,441730788.0136697,206415968.69751546,244193839.70337313,236892783.50887153,208464758.4069377,243263274.59439555,243805656.2523069,84784848.30244513,62735436.76828949,703319591.2901717,699092209.6153654,411134453.2766734,327079568.6599666,557750449.4013323,272521850.50037575,342643746.40349865,616808282.6320857,340062473.66261035,371330220.20607764,496360824.4816235,301436202.9958685,213107654.7729212,149295037.74104723,156623625.63918102,310171543.9233228,246944336.5890315
28,342065751.1224905,571666691.3893663,340750035.89903194,222212050.04575813,357216598.34078544,234345136.11243036,683928579.1831673,915429440.2748674,493451622.98707217,58168961.662797585,58323595.70365618,70147576.1476161,74111448.94260615,207566766.3619487,244742623.9644574,229808823.39347547,142914398.78461316,212715746.6960098,177905275.5210661,137826593.68940216,244759320.08838752,195169453.7283787,648576042.7848802,633042577.5398208,301082974.6336962,449552045.59059,366944337.72252464,215184341.0690937,223207886.02678847,208642752.41626593,749058655.7733808,599694439.6691883,319702873.6211366,810649591.6546012,734513047.7201377,374034633.4513283,84798864.87930733,65716723.50113524,90199417.05382648,65234040.218159735,120431173.14630345,212954207.69195324,200589893.70241782,782136474.1589735,752410756.64942,453540216.2615567,386021431.4713722,763229829.2969234,744525136.7882992,444530367.13309497,206556885.6220221,244845149.6316348,236885586.98784167,208855479.97035763,242442337.6654326,243783479.89729732,84790582.16200936,63157832.12693428,703640914.9201993,703623099.6355027,414982366.09284693,324030966.70067865,552440620.8077646,273715404.907075,342158916.52133197,620854785.3315398,341724096.39970887,365936060.1103542,496959358.1392556,301720203.792981,213834942.64578712,149710947.82599702,154953024.12053087,312199776.9455456,248515076.06478074
29,343252292.95733106,571049360.6681968,342970811.70654255,221319871.6404321,359651700.2240494,236218399.52195534,750158990.7344555,880240271.67825,497900576.90944964,58381603.60374308,58519563.05903122,70463178.6469706,74452551.64047924,207067987.1392888,244345523.55407923,229804134.45120984,142754274.76088864,211961953.894574,178799545.4307259,139254905.6790449,245184642.84670335,195749231.4431185,650793141.3488504,633765922.3992921,304159601.19623,449141494.5394232,367699726.44118524,215652699.99680233,224633081.37900072,209417124.6616769,738999248.1132302,599078931.9330499,321755119.65050846,810485304.1779437,732434783.6062057,375781126.17864686,79033820.13285485,65477003.89699713,90911795.41582854,65633693.086642504,121015352.97272202,213766202.1910116,201862900.45910335,781851479.2665967,753138800.2960941,455172800.4045211,387532355.0788389,763304047.262749,742490064.2746209,447131966.407279,207145404.61574936,245102551.97577277,236872320.8916888,208740376.66789937,242938172.8402756,243752355.23229733,84696747.29479991,63382077.47939705,712746494.9801123,710947276.363859,418122266.519407,320453102.50864935,543785353.4432187,275081557.66221,341928711.20978886,625643338.4464386,343496101.0847384,360496430.0527555,499898828.5703386,301953501.0240146,214600308.51052105,150172747.3530672,152700168.49455673,314190326.03429955,250060849.35971352
