,2mm_EXTRALARGE_DATASET_mem.dat,2mm_LARGE_DATASET_mem.dat,2mm_MEDIUM_DATASET_mem.dat,3mm_EXTRALARGE_DATASET_mem.dat,3mm_LARGE_DATASET_mem.dat,3mm_MEDIUM_DATASET_mem.dat,adi_EXTRALARGE_DATASET_mem.dat,adi_LARGE_DATASET_mem.dat,adi_MEDIUM_DATASET_mem.dat,atax_EXTRALARGE_DATASET_mem.dat,atax_LARGE_DATASET_mem.dat,bicg_EXTRALARGE_DATASET_mem.dat,bicg_LARGE_DATASET_mem.dat,cholesky_EXTRALARGE_DATASET_mem.dat,cholesky_LARGE_DATASET_mem.dat,cholesky_MEDIUM_DATASET_mem.dat,correlation_EXTRALARGE_DATASET_mem.dat,correlation_LARGE_DATASET_mem.dat,correlation_MEDIUM_DATASET_mem.dat,covariance_EXTRALARGE_DATASET_mem.dat,covariance_LARGE_DATASET_mem.dat,covariance_MEDIUM_DATASET_mem.dat,deriche_EXTRALARGE_DATASET_mem.dat,deriche_LARGE_DATASET_mem.dat,deriche_MEDIUM_DATASET_mem.dat,doitgen_EXTRALARGE_DATASET_mem.dat,doitgen_LARGE_DATASET_mem.dat,doitgen_MEDIUM_DATASET_mem.dat,durbin_EXTRALARGE_DATASET_mem.dat,durbin_LARGE_DATASET_mem.dat,fdtd-2d_EXTRALARGE_DATASET_mem.dat,fdtd-2d_LARGE_DATASET_mem.dat,fdtd-2d_MEDIUM_DATASET_mem.dat,gemm_EXTRALARGE_DATASET_mem.dat,gemm_LARGE_DATASET_mem.dat,gemm_MEDIUM_DATASET_mem.dat,gemver_EXTRALARGE_DATASET_mem.dat,gemver_LARGE_DATASET_mem.dat,gesummv_EXTRALARGE_DATASET_mem.dat,gesummv_LARGE_DATASET_mem.dat,gramschmidt_EXTRALARGE_DATASET_mem.dat,gramschmidt_LARGE_DATASET_mem.dat,gramschmidt_MEDIUM_DATASET_mem.dat,heat-3d_EXTRALARGE_DATASET_mem.dat,heat-3d_LARGE_DATASET_mem.dat,heat-3d_MEDIUM_DATASET_mem.dat,jacobi-1d_EXTRALARGE_DATASET_mem.dat,jacobi-2d_EXTRALARGE_DATASET_mem.dat,jacobi-2d_LARGE_DATASET_mem.dat,jacobi-2d_MEDIUM_DATASET_mem.dat,lu_EXTRALARGE_DATASET_mem.dat,lu_LARGE_DATASET_mem.dat,lu_MEDIUM_DATASET_mem.dat,ludcmp_EXTRALARGE_DATASET_mem.dat,ludcmp_LARGE_DATASET_mem.dat,ludcmp_MEDIUM_DATASET_mem.dat,mvt_EXTRALARGE_DATASET_mem.dat,mvt_LARGE_DATASET_mem.dat,seidel-2d_EXTRALARGE_DATASET_mem.dat,seidel-2d_LARGE_DATASET_mem.dat,seidel-2d_MEDIUM_DATASET_mem.dat,symm_EXTRALARGE_DATASET_mem.dat,symm_LARGE_DATASET_mem.dat,symm_MEDIUM_DATASET_mem.dat,syr2k_EXTRALARGE_DATASET_mem.dat,syr2k_LARGE_DATASET_mem.dat,syr2k_MEDIUM_DATASET_mem.dat,syrk_EXTRALARGE_DATASET_mem.dat,syrk_LARGE_DATASET_mem.dat,syrk_MEDIUM_DATASET_mem.dat,trisolv_EXTRALARGE_DATASET_mem.dat,trisolv_LARGE_DATASET_mem.dat,trmm_EXTRALARGE_DATASET_mem.dat,trmm_LARGE_DATASET_mem.dat,trmm_MEDIUM_DATASET_mem.dat
30,342160795.49567413,575716285.9003326,345136772.4759799,220430652.70109627,363026407.2884693,238204479.22536066,753103919.2013795,816975196.2922614,502174031.0429907,58572186.47001742,58669641.080649,70732240.68605275,74601210.91203904,207033899.52448583,244291353.69430608,229798640.460839,139700532.13281375,212479662.93068165,179693030.56841692,137683090.2424179,245443447.99735886,196354345.44400755,675959125.6092972,631555406.9292579,307255647.53318393,449287983.5661559,369514289.76582164,216115511.3168379,226063176.3598882,210180722.02604604,756651141.6848316,608264544.3422754,323718417.3019476,809719681.4368212,731850498.5475571,377627908.9073609,63865345.431722865,64339874.9404834,91514739.28160787,66139153.61130248,121714281.0959539,215235369.80002,203096900.67216045,782722165.8830659,759266910.4529873,455874102.1515631,389017424.2375215,765759627.1978626,738048029.5345042,449552694.803975,208752326.5847961,245168004.1830947,236893419.34462917,208047831.32780078,246638296.70942542,243756676.69367567,84668742.93810906,63386794.91804999,709279119.9627889,719945391.1412419,420644623.7761215,317736843.0913724,537615219.8573223,276581449.9473584,341787723.9457136,633372124.0716434,345331524.8162742,354880142.587448,504977876.4266778,302149234.4006083,215420955.60877872,150693005.93306848,151341015.83458313,315899137.5834832,251580578.43726593
31,342684697.2847264,579075217.4816849,347260133.85478145,222841053.4570262,365796883.20595294,240333549.5094437,683358440.1507055,777817214.2874668,506279740.9902419,58745763.30754562,58781570.56532788,70941012.31027594,74509168.01351927,207546069.99570227,244534861.5003853,229811407.36850283,135010923.27123648,211571858.82930106,180584095.8542549,134847404.1850216,246404863.51001248,196983737.66064537,669628871.654118,633574226.7017537,310364639.792168,449228145.8226307,372081098.019649,216586586.46182564,227502029.32826138,210932541.35941646,737762955.1170188,610782942.1901168,325635774.3021976,807821490.0117221,732812297.3071947,379552576.4001868,53406040.440123506,62757659.42881113,92052612.78887635,66761840.034977034,121507312.12893598,217204755.603565,204294937.9217501,783867944.7325758,769199738.0765663,456152810.1004399,390477237.8573395,767969051.1639782,736347145.7017485,451835763.8225579,207763167.92547145,245199314.85985616,236919054.86106235,208527014.4988419,242221721.4742179,243777065.72187018,84807518.54794587,63191629.1541749,713234474.189343,713849791.0970341,422598188.47293943,315117121.47856915,532799074.0333609,278176745.9206441,341599854.4013616,620235958.9718899,347184312.9009394,350640877.94487995,511333840.0542817,302320437.2619556,216304462.48874116,151284293.17681158,150817070.19374198,317875800.2732029,253073185.26087388
32,343688199.36535525,580370075.6380306,349358753.82413465,222881115.88508344,368059084.18015957,242637140.91854233,654510591.3191264,793586252.4810793,510119086.64366674,58911039.791600145,58870094.39442226,71080713.55882263,74146769.88892296,207532510.01082432,244600736.5890207,229823944.71694285,132053597.55190031,212626400.66195542,181471201.61621264,135117931.36333045,245859700.9931663,197634583.06906334,638244844.7116772,647291364.8539491,313480104.1207925,449316037.711326,375058077.4920492,217078021.35725513,228952868.7405005,211671579.51183134,735439127.0974338,602520151.5757389,327570024.47597605,807658844.2468154,739733070.9795878,381536511.0914316,70128722.68614712,61820960.711610466,92590740.01441193,67508335.685196,121590267.31272878,219124577.02011076,205462936.70418853,784164423.0477042,781609629.1700808,456378418.15093297,391912702.6702308,767456994.283928,737092500.1415676,454053695.9921096,205964120.0435526,244670314.95646647,236915773.16619122,208310493.0183167,239055738.3823442,243812149.037031,84719099.76829185,62861804.99448082,718290998.2184536,714966309.9963019,423982599.146402,311889052.1797227,528822022.2194967,279833190.7452029,341419200.76289696,616781368.0097305,349013653.48272616,346350380.706245,518844170.77593786,302479528.88812953,217247993.27766487,151959178.69510716,151151777.41923848,319631479.968784,254537591.7939735
33,343006528.0719794,577272872.492456,351453763.7145752,221986016.73910883,370843738.1682095,245150452.0907108,664044244.7516546,841561535.095469,513500177.65695137,59080037.90182748,58956312.799393915,71150469.50033468,73513956.78090985,207305426.35585022,244542711.00578377,229829287.222143,132579638.65347414,212155549.3485578,182352773.17354798,133447792.98847464,246686525.419539,198302828.31636062,589472295.1685156,652785470.6899058,316595566.6666675,449285175.2730449,377672991.4681642,217599183.32671463,230418451.2201685,212396833.3333338,747976131.2973827,594287167.898079,329595620.2118066,808921112.9065766,743275016.4462748,383561296.6289486,129934754.81405798,63362447.345622584,93192290.38201234,68377533.70923613,121767520.94481221,220978969.01571167,206607653.5187597,783739985.6018208,786533037.6827391,456578660.4226032,393325215.0148084,767295664.1103492,741464026.2890866,456296799.19812447,204744293.46487966,244465214.8955875,236907226.19054615,208476460.11800548,236879944.97595114,243871760.2009143,84097246.79144035,62507924.12836887,714090911.3272868,714649316.426425,424826752.49499124,309186483.54302764,524988949.4800881,281516544.3895324,341035400.9086603,613414691.3395319,350787073.70679533,342315255.3098336,526468797.1703753,302637951.8667438,218238344.11317903,152730232.09876588,152626561.99257022,321378977.9132596,255972720.0000007
34,342935756.89972293,578257625.4693726,353562852.59989876,221113934.77703202,372592087.3384662,247921012.4768594,626202829.0106374,879262284.9633117,516219690.2910711,59267339.19105782,59066232.70934708,71159071.25432771,72646854.79732887,206938407.6071886,244837745.71382198,229841810.93439978,130627330.42711128,212546454.9347972,183226977.07468495,131275176.69625387,247148457.5516445,198983973.59517583,529889546.0033128,635231707.9656616,319704553.5774033,449154229.2571518,380299577.9252992,218156103.23503205,231901008.52284577,213107299.67396694,736137970.6717184,599951941.9523298,331780712.59181225,808291639.9931735,745052413.8372762,385607136.9380175,223506895.10926154,70297357.76814358,93896355.48937368,69358923.915154,121627459.42009366,222208955.5899354,207734249.37236106,783066658.6376529,788292264.0857067,456651794.67033,394716769.90715474,768006841.2690173,747529527.0680124,458649245.5437079,204225040.1566524,243912446.77978215,236909797.74763593,208149162.9580642,235886499.7880899,243899349.0052393,84303755.82816343,62276174.965929225,714061054.5583725,713699521.1487571,425204516.50339717,306549784.10749525,521346823.2772871,283189951.1888368,340639585.1416451,610239701.9934391,352482297.4177574,338166675.2556374,532315047.91427684,302805954.5129498,219248959.04633158,153610022.99859852,154759440.32229796,323040345.3610284,257377491.84239158
35,342137777.3567712,578219103.1938988,355698471.85544115,220530898.57331088,372985856.8098095,250996636.87572926,653990591.4244697,886473496.6276577,518152881.36134726,59488971.67459349,59228620.07978883,71125562.99832907,71619973.43339568,207314657.066348,244827355.09224382,229862855.33587623,131698823.31361587,211896911.8343683,184092006.1834079,129291437.77408428,246332513.0271448,199673963.31868115,466489663.4475119,596089857.7222321,322800591.00061,449128350.19661313,382411486.78891927,218751272.8693219,233402215.66155678,213801975.3837739,724252985.3297282,609184211.1452917,334171319.92416173,809461057.5006143,750779256.6638353,387654376.2529939,332467115.7314156,85990070.0630634,94705164.26827772,70432021.71879677,121744757.55178243,222868331.97203523,208846833.37434247,782870533.9452504,784039510.4643162,456571219.3981793,396089997.3977522,769159534.2879299,750210386.556754,461167307.3103126,204436380.89274728,243301260.71707472,236895616.91827506,208368202.14592648,235200508.09415215,243881598.81677634,86618471.77639507,62321242.745404825,714067659.696029,713080938.5965191,425240335.65798277,303852534.72654593,515110112.46420836,284816821.4717151,340948756.760463,606811797.9560261,354087864.3924322,333791791.54127103,536876322.9074719,302992518.34276915,220226320.3429384,154611121.00541565,157844686.2811951,324833814.4117828,258750829.28458208
36,342205649.76476985,578467182.5626799,357865869.28863037,220538419.03328288,374067451.73448503,254407742.2108886,697162874.4069752,866777155.8588493,519350170.29844314,59763238.50664733,59476067.741135366,71078654.96073976,70544008.04951501,207160963.56587112,244648721.74698552,229860050.65155357,132603438.45087399,211122496.82318768,184946496.84424475,132678474.4048459,245721248.30806085,200369037.62944058,408188959.90258086,543031701.4699988,325877205.08389765,449047214.27338374,383521826.0906631,219383847.5579384,234923222.78134355,214479857.31279787,747372116.0821139,607677237.019623,336786633.92377466,810811607.6880338,753957674.9183775,389685723.37298656,444323670.62501234,113306444.9883412,95582787.26602057,71566939.19679143,121573625.4771354,223826478.5795626,209948470.00459766,781973170.1420614,784251143.2998488,456432677.33877134,397448126.21455294,768789664.0358675,751657488.0513562,463874205.741189,204607250.4825651,243302904.92886758,236876421.57786706,207410660.53752917,236651677.8215008,243863498.9274008,86329769.56534006,62814739.5116876,713791172.8599906,711623668.5429099,425094628.6472931,300702912.1240279,509972382.2845773,286365048.2319114,340109098.33672935,603126605.019889,355602511.1070889,329515755.5240762,538447247.0372853,303205430.5997605,221117726.6838724,155746095.73002803,161788338.15729904,326561320.26385933,260091654.29000822
37,341174219.16906613,579036216.4155293,360061484.38375974,220844033.3272067,374701042.9133676,258154179.0671682,679302773.436233,853175060.2461567,520001315.71361667,60110104.11011955,59843805.68372201,71054962.39942026,69559247.30474845,206616195.61869597,244503129.65124974,229841162.22662383,132428200.58038615,211364456.32385725,185789831.2148014,134299023.03381217,245336916.26147097,201065440.07409766,359339766.24494445,482880349.36717063,328927921.97487676,448899402.8510196,383660029.8932405,220050254.02733466,236464792.93968967,215139942.31108192,742354914.1167812,595847121.455994,339618575.1167833,810002247.9563025,755399714.4493948,391687863.64702535,548095815.0325834,153798822.9125941,96474638.9596956,72726098.24551184,121415242.37507166,224620806.4314341,211040946.399082,783894402.4479004,787819263.9717381,456330041.2294281,398794874.6921835,769568465.7077082,750017759.3208678,466760500.95896584,205700408.96001026,243620211.46259585,236871021.2734515,206378581.55342597,238567086.57803723,243832415.1684553,76994608.99866626,63957729.611627035,713969426.9668219,710589095.0987681,424929092.3424763,298116549.4751441,505205190.30268025,287810063.0775015,339656926.00832945,599865546.1766745,357033313.03916585,325679060.75085604,539702623.5906603,303451501.8350238,221907996.67148703,157027516.78324637,162539648.33975193,328528038.0130247,261398888.82210606
38,340906865.2145182,580450175.4879259,362272413.38357866,221449888.19595537,375088249.21024954,262196968.1402564,703957804.8755809,851490281.7240313,520380135.2350208,60545689.266233675,60360507.770810395,71096070.56600015,68824585.54592681,206647691.33889937,244486678.79067215,229849052.0554,132992458.22252132,213843558.28851226,186622324.4238736,134400104.73734888,244903103.69257346,201759390.79286623,326056630.0166019,422548739.27106136,331946267.82115704,448805212.45190066,381164509.5766154,220745203.49682772,238027775.70295814,215781227.22866917,746693263.3791301,587039890.4965466,342631993.76673794,809416399.3593816,755583827.6997176,393652456.86964226,628447796.2303301,207160937.882448,97323152.69189544,73867085.84602444,121325504.44800882,225975174.94916812,212124694.77831808,784322859.323871,786192681.7801117,456288799.6660406,400134268.98728967,769497918.8257456,752134533.844712,469784297.3961104,206638954.02993155,243404396.51459894,236855585.57007337,206013879.32062295,241157308.99651662,243775255.17040998,64766898.09033413,66002676.49868084,713883069.3538333,709883190.8386371,424851120.718017,296015870.32934564,499202912.9990876,289136728.00895965,339307444.6498328,596751190.4863758,358392588.5034702,322834856.84656954,539801574.5611525,303736928.54053867,222642963.90245965,158467953.7758813,163026693.50670347,330589956.64935166,262671454.8443116
39,341159339.95407814,580481041.0056771,364476944.2077019,222496068.8651796,374133157.56811416,266454485.48553604,753290226.8178575,856209751.8186362,520750001.8983582,61077188.81234327,61039666.24991973,71244425.65591146,68502140.15240797,206588680.0699768,244462986.25019014,229881139.79759505,133492235.41793497,216956621.96472964,187445296.55533588,136238739.59559807,244396388.76798868,202446722.6226949,317871734.8508096,369862835.86268336,334925768.770349,448808597.0654458,381582530.79234475,221463110.01127034,239613019.55789822,216402708.91560277,753568555.9070497,590969042.0844702,345763998.3551679,808774644.8078922,755681333.1849091,395576521.0868643,669121611.2124286,271188182.0637343,98084484.89589818,74946651.4350115,121318769.43961705,226963201.84844702,213198870.0188898,785714650.8410102,785460041.4594386,456286731.6982904,401470388.58001614,768330843.061695,754963620.7968001,472869726.73027927,208968399.7398341,243278123.343833,236843848.157978,205368400.26127064,244210091.65786082,243731984.0775184,65964121.557347074,69276083.51887076,714016062.4742045,709836938.7310334,424888176.5959456,293263158.851039,494408125.4397951,290340063.0261089,339208742.4514734,592969101.0589064,359693564.0228568,319798331.1266888,539725109.9718015,304067800.83583856,223441750.04323846,160079976.3187435,163095139.5020534,332614945.88170755,263908274.3200608
40,340726176.3474847,579422488.7699357,366646161.2078367,222969644.40851584,378332445.3807167,270792695.01466143,755279847.261764,869806651.9614064,521272800.6216425,61699370.18200794,61873636.32448441,71536997.2938392,68746101.69448353,206831537.20498502,244537832.39258453,229919240.8226955,133676454.28181753,222101295.67198265,188261029.4578083,139517870.32918274,244146779.89639497,203123069.0699963,335789385.8080827,330427149.2811299,337859950.97006273,449014599.09828,383179267.79172164,222199299.40080386,241220941.4996322,217003384.22192585,760759835.1876234,603059487.8939357,348932891.8451913,808753634.1672854,756796266.9996101,397462202.3126176,671835034.9138741,341488188.9770166,98741159.57323934,75924114.18760633,121382385.42378467,228363362.35468242,214261582.36792538,784965622.9727554,773221797.8593179,456305301.4496585,402807149.3443166,768190119.7357699,751413607.2297386,475918015.1596235,210024629.39873695,243099428.9551189,236854953.75775272,204689993.8691357,248164712.7812749,243713437.32531413,90943657.70896406,74184066.56230865,713880678.4593658,710314427.6297563,424995654.72348017,291384315.3499482,488520796.49913967,291424809.56395036,339073976.9997866,589757996.72325,360946751.6905234,317236817.0861947,539370700.4484932,304450535.21046174,224501874.30568966,161876154.02264374,163649516.65617356,334633836.9330422,265108269.21278977
41,353331409.57519317,586190726.671078,368748129.5810745,223619650.89176893,373489321.99915886,275041275.2997096,706599424.0074283,888909788.6041372,521982747.5394268,62392739.30693783,62830516.64377005,71999419.30105627,69715381.36857884,207418837.43775225,244615481.963039,229962201.55328712,133787940.0329221,228221596.44946957,189072608.38010004,141838502.82358333,243699269.45227084,203784660.70831886,329324435.94242865,315835434.1454922,340742340.56790835,448984589.6732631,385708651.0136439,222949340.63831344,242850963.84682003,217582249.9976816,761942349.3856695,608163282.5264872,352057378.2770784,808750154.6829755,759411955.5456367,399315930.15554374,655711233.6544311,412101621.0592325,99292311.99600945,76759478.54252903,121581567.2813028,229571203.7076665,215310108.22224367,781874363.2680795,756154107.8620569,456350972.51927334,404148423.5258274,766200860.8269117,750613198.6799698,478832039.07898366,208565491.70529893,242996490.51115358,236863532.96129596,205587160.6717361,244504211.61976495,243710629.2018555,139400963.07610217,81209443.05350478,713959400.0084604,711514013.9913025,425109006.3300568,288563502.48270357,482226445.4632176,292403829.75737584,339117198.2605355,586730601.8626204,362162190.9619665,315347737.60144335,538578182.5786257,304891635.1859479,226095926.99903405,163869056.4983926,164188730.21465054,336689457.17103326,266270361.48593444
42,351350409.5302485,578035611.3019211,370755791.8071842,223864759.71448755,370396717.1950868,279028451.98351395,722614159.7786041,896043971.7342187,522765623.18394643,63123373.880806714,63853865.71104761,72660790.54604477,71566492.32133509,207751881.08882222,244499313.54554906,230007211.36760178,133200732.05747269,234256755.26632312,189883648.4324311,144393069.71445933,246731912.46328387,204428937.46372628,323924431.61294127,326350769.0992309,343566463.711496,449117201.11587816,388800805.22721726,223708802.69668412,244501184.53842553,218138303.0929131,767049509.0623134,600441669.8782543,355075488.8235388,810348984.8866944,764853147.8848143,401146959.35622823,642835193.4837427,476816931.0803751,99745704.71161713,77412748.93849976,122113317.65817732,230419524.73926994,216340946.1634212,783662774.0772165,738063043.7363,456426769.57090026,405498083.3701847,765088855.8752973,750057480.6782932,481540184.0948247,208789282.06011242,242623304.0941418,236867289.20159116,207893791.02765697,244328142.1076156,243738206.73661745,204841799.0013401,90966483.11511943,714010044.2633036,713107464.0547811,425175436.22609675,286307984.1797516,476294710.0651363,293295341.53476167,338951646.42966944,584000078.2800124,363349833.1487498,313180208.16690403,538410381.0423071,305397604.28383684,228592597.62095594,166071253.3568009,164801576.97888097,338334602.26186365,267393473.10293084
43,337511704.9654743,571564618.5270247,372642652.1616956,223395769.63909045,368475548.8749264,282614593.43377656,744766407.0899768,905656715.6780807,523449096.6569833,63844423.98493381,64865254.21002584,73570212.66981262,74442104.41200349,207904678.15442505,243917520.70195475,230055520.74241108,133346258.33756162,239239448.2138215,190697905.87343064,144495120.59981552,242918010.53513464,205054951.8271199,319690300.08934325,337042658.58235,346325846.54843605,449209724.45654726,391563085.29311717,224473254.54880103,246168252.2249685,218670540.35766342,748565662.6078602,593458432.5841876,357948494.0974644,812001224.6253638,758260794.8359618,402965297.2348403,642653531.9134648,530485984.56007755,100111808.5313882,77843929.81423864,121293217.85899587,230758080.64641196,217351160.2738221,777752410.9916512,719481958.8515022,456513935.56255114,406860001.12302464,765322125.4982362,750512443.6325532,484001819.1601464,208376820.88022158,242729437.76498312,236867200.4668452,206525504.34198937,244155866.514352,243781099.7753326,278602290.60240215,104206167.0830017,713908129.9503226,713567117.9401917,425169244.5883792,284802848.20561326,470255501.190354,294118989.54044324,338789422.6710505,581013070.8995215,364519120.73155487,310998195.0713333,538297917.0219162,305974946.02566814,232448569.75741032,168495314.20867923,165506679.4992598,340106106.6907691,268476526.027215
44,316358103.70606935,567194868.8413782,374372204.19453955,222889619.7720312,367536257.5839739,285719468.1028863,667455105.2422329,889091453.4992903,523894100.76054955,64499280.07583411,65769653.2495419,74808602.74683405,78462869.04272659,207850599.03690216,243637141.03829744,230112331.3097025,132646124.69590995,242433186.3703904,191518891.24547207,143328261.61418954,239912161.5221802,205663562.99350548,317723320.41085315,340423810.1597739,349014015.2263384,449282289.609918,394408494.7360049,225238265.16754916,247847407.90477413,219177958.64197582,733493679.1198983,601763157.0589536,360658916.22946453,810648266.7188932,761409344.7301317,404779640.9937912,643780758.7289311,570118686.025214,100399098.75305475,78013025.6084658,120647573.6735708,230584877.08983693,218339157.1075608,773986761.6149179,712481290.4047767,456581625.0632758,408238049.0299836,764362387.7576636,750743729.4497334,486205296.9715852,208190906.5236244,242508111.22063136,236871653.2107878,205625889.08828938,243897348.50039747,243796486.48884696,352448957.7865844,121585084.24849032,714098434.0669917,714174076.297252,425091425.1812526,282790260.8738905,464724241.6752552,294891934.74001455,338747016.27233386,577902224.5241026,365678686.8695019,308800217.5780331,538412635.6722496,306630163.9329815,238078007.49177724,171153808.6648383,166095948.903092,341858217.09058017,269518442.2222229
45,289743396.74884176,564393516.9088696,375890997.9060939,222584914.78843802,367903136.8969051,288321383.4105087,623133220.4762207,810858290.3606918,524061131.35709167,65025379.900962815,66462454.04149325,76495780.88161376,83722514.05670732,207377736.00146016,243465703.2865119,230137664.63030028,131661190.69553386,243547294.92204338,192350041.99391884,141134756.6728031,237193533.16124272,206257421.9282033,319001122.0341463,341467336.8723774,351624495.8928133,449358411.2216788,396807127.0169658,225999380.8542064,249532677.1659727,219659554.79589328,725218385.741643,608911830.2769107,363210328.95685315,810667949.0585766,766602073.8229136,406598212.88663447,642617785.6343106,594800375.1075859,100618070.39964056,77879682.52882792,120464375.02164988,230380102.73924956,219305330.43106192,773473261.4923935,715580650.0863804,456612237.7899209,409636122.50889724,765013933.9328643,752359293.6618911,488167737.09465295,208441845.81676087,242300731.06628114,236899302.46898603,206193697.8534568,243511367.53565547,243797417.3053806,416679970.1799638,143463006.10986406,713978762.3772653,714657452.094104,424976685.07207894,280419194.21129286,459772901.600085,295630397.0298212,338933503.00121474,573327147.31588,366836175.10574275,306636845.95908314,536622044.8495831,307369838.85128224,245737209.09902635,174059392.49061474,167775129.40896952,343628447.1711107,270518143.6513906
46,261837006.85243076,563268659.8153955,377124865.1940651,221961467.19187325,369196883.57079244,290454864.5926758,636750492.4774994,733262628.5434952,524036715.81783473,65338180.9323232,66814055.15979155,78792832.74087517,90286208.70426518,207459170.3088787,243427796.18907374,230116416.87978056,131062939.26855008,243357146.95604628,193195357.86255535,142314154.2383203,235855826.52109644,206840747.36000213,324076099.77191633,342267402.1794354,354150814.6954711,449376472.42612475,398290152.6312649,226751632.1309852,251216898.23413068,220114325.66945907,732193866.4942719,602658132.492131,365626058.684349,808374835.6323103,772217233.3000433,408430294.76799494,649596081.7151018,605652864.3072454,100788438.54964608,77395397.0260484,119990522.8853255,230370667.91209385,220252503.91887194,773481246.0334501,726515559.5794219,456613530.8766331,411058644.14514494,766025350.501083,751873943.9033225,489934157.03029346,207802764.77329573,242575884.2633271,236919010.3837383,203720494.79254448,243918153.1845071,243822995.55013862,458504211.91479504,169797266.12453708,713523002.1698158,714175044.384472,424876620.25893784,277838530.7932051,454218394.2611009,296351679.67063785,338292293.11699176,572013206.9384079,367998179.2693252,304539495.48679984,538087994.9355787,308202310.7462979,255478279.36442286,177226681.4668099,167832262.07535395,345386547.1674219,271474552.27815413
47,234909295.39581615,576517002.0813984,377977661.6691158,221478501.86366507,371570660.3488151,292202325.78290564,648586795.6502476,703887127.7993308,523943059.69929516,65339836.461135216,66680957.489093296,81899747.02137218,98192198.67677994,207183900.11184564,244286984.35602412,230108105.92960492,130580446.37975132,241998427.12683964,194059234.83944756,140750411.94618547,235529666.22315943,207418892.7012573,328644347.7344253,342013222.7441354,356586497.7819218,449342794.13573706,398790870.25682205,227489686.1446148,252892370.39064848,220541268.11271626,737716977.7406385,590130494.3919423,367943701.3218959,806116660.7693635,780706234.9363453,410285915.50720966,662096551.4775932,605520524.3500949,100937816.96514226,76505923.90281096,119785643.90777417,230587753.90072587,221186078.71892935,775605492.8728937,743626443.7168276,456601369.5149289,412510407.92297304,768000993.8914396,747055571.6947794,491569711.09189934,208350962.54366314,242169660.22572005,236926815.73926288,202716481.93347853,243520083.17656067,243864812.77205035,472273915.59068304,200084976.80176783,713308146.5733179,714215698.7004075,424826838.97336805,275780424.643489,452118020.5118247,297073850.1338075,338595065.1460754,570481074.6849948,369170303.5733288,302591547.4293861,539750539.6124296,309137158.9150961,267123598.70435858,180671672.23982123,168035985.33813027,347515781.23985976,272386590.06594944
48,213458569.76000375,576996994.5919639,378332524.8392367,220889457.55537322,373975875.7746402,293673668.2303206,705507573.6407591,714082149.0700878,523881806.7448677,64968482.50650867,65961918.76132096,86048327.85332505,107456711.20852283,207497236.99534672,243276999.1316111,230097087.37061,130810131.96641791,242290075.09473485,194945209.12437642,139139313.02133006,236551584.65436283,207997703.894932,331435020.32080215,341165846.10205686,358925071.2997756,449220296.3280962,397604063.347035,228208998.50994393,254552265.0285003,220939378.97570798,742195619.1815808,589688442.9889231,370204503.6544114,805648188.3653531,790967199.1024488,412173483.06821,664316656.6420326,598076905.7718903,101090110.46968843,75169476.442468,119844699.00032191,230822475.32729557,222113885.88729462,776796372.7173135,757959469.730231,456585096.1807568,413995401.94901645,769084841.3006854,744167363.3478757,493143090.6148532,209172680.9104334,241717523.08861622,236947768.65402728,202140046.28043628,243068064.73218614,243909456.4296861,468032147.0926105,233352612.27349597,713104380.4679772,713959842.5353208,424825717.32147104,274043010.15651006,451645603.9103787,297813317.6729407,339144786.2989961,568792080.4162042,370357342.9092718,300681471.6880202,542830991.2919954,310181273.49904555,280260624.4282002,184407365.19308907,168232594.25320417,349806999.32726765,273253178.9782126
49,199470358.01942873,566124893.3705643,378055648.662866,221125032.7808665,377254450.8734881,294981041.8494285,757069110.858154,763904015.3507881,523882817.6358555,64239159.07232629,64645765.42133903,91490382.13947974,118082130.24637496,207277807.17659605,242585260.0493246,230101993.33367914,128583552.79029071,241746935.55999598,195854968.23496434,140152261.46783048,237770801.76232588,208582727.35483548,333356882.23862207,341436990.7299654,361160061.3966426,449184828.4054425,397478108.25910205,228906720.17423162,256191133.9762389,221307655.10847735,748664679.6141583,594930911.978597,372441646.9704973,806089438.6083994,801410810.4985024,414097920.20937556,641921296.4936897,586802455.5488368,101255802.21500014,73371055.65198241,120246360.60324569,230993254.45900485,223045743.6923383,777201561.2608733,774759532.3797584,456566168.31560224,415515881.5643098,769522903.1209829,742688698.6966008,494708875.13954854,209043947.83607164,241698482.933656,236971337.36128303,202107146.01340872,242555041.532537,243964516.8613064,459552724.54626906,268188150.62297398,713450195.4807019,714633167.2948045,424848224.0018917,272503851.45061296,452907491.1910296,298582926.10863334,339676477.35620403,566931453.4140912,371563583.33778995,299051827.6002709,544924015.4426109,311335762.52518386,294255865.8119809,188440318.2660596,168552489.1862405,352245566.78392893,274073240.9783795
