name,frequency,input,cores,speedup,ipmi_energy,parallel_frac
completo_dedup_1,2.1,2.0,28.0,4.617185434093655,1.5017783975601195,0.8124333143059821
completo_dedup_1,2.1,2.0,30.0,2.766929466586582,2.4627819821357724,0.6606088413007524
completo_dedup_1,2.1,2.0,32.0,3.5231667713455685,1.9893374664783479,0.7392665226704137
completo_dedup_1,2.1,3.0,1.0,1.0,6.527196548312903,
completo_dedup_1,2.1,3.0,2.0,1.7863789424333139,3.7398121522797476,0.8804167175886531
completo_dedup_1,2.1,3.0,4.0,2.679358122313874,2.5431169083913168,0.8357017094644507
completo_dedup_1,2.1,3.0,6.0,2.3083935119204835,2.9347805568490712,0.680157956690126
completo_dedup_1,2.1,3.0,8.0,3.1807753262825065,2.1712616556167603,0.7835557066903691
completo_dedup_1,2.1,3.0,10.0,3.994861834784146,1.7810169625282288,0.8329760573687212
completo_dedup_1,2.1,3.0,12.0,4.008910794837153,1.778659042596817,0.8187880219359397
completo_dedup_1,2.1,3.0,14.0,3.1777324298361003,2.2556494555950164,0.7380263634012836
completo_dedup_1,2.1,3.0,16.0,3.998888120139487,1.8025833549499513,0.799925854065623
completo_dedup_1,2.1,3.0,18.0,2.67569061394902,2.705644149184227,0.6631038135777058
completo_dedup_1,2.1,3.0,20.0,3.1460253999194947,2.3377673211097716,0.7180406443114609
completo_dedup_1,2.1,3.0,22.0,3.2053717619634883,2.3644263034820554,0.7207867406615183
completo_dedup_1,2.1,3.0,24.0,2.6722221357172264,2.7557651439905166,0.6529874229551883
completo_dedup_1,2.1,3.0,26.0,3.2076934427969728,2.3976606278419497,0.7157794912305696
completo_dedup_1,2.1,3.0,28.0,3.1530752611672557,2.460918979549408,0.7081400234424011
completo_dedup_1,2.1,3.0,30.0,2.675540035614565,2.890062127908071,0.6478382887751575
completo_dedup_1,2.1,3.0,32.0,3.1974992882142055,2.4364666080951687,0.7094251343194057
completo_dedup_1,2.1,4.0,1.0,1.0,7.302798096961445,
completo_dedup_1,2.1,4.0,2.0,1.6416624210304371,4.571980577728965,0.7817227376474624
completo_dedup_1,2.1,4.0,4.0,2.571473993255648,2.9776744733537943,0.8148239737868852
completo_dedup_1,2.1,4.0,6.0,2.9349928656174296,2.6592575085163115,0.7911404030798017
completo_dedup_1,2.1,4.0,8.0,3.5897626067636286,2.19106045665741,0.8244914824917928
completo_dedup_1,2.1,4.0,10.0,2.981847434405464,2.6194223079284034,0.7384860403946243
completo_dedup_1,2.1,4.0,12.0,1.9969199312981323,3.8152725875377653,0.544613231064612
completo_dedup_1,2.1,4.0,14.0,3.563135469330053,2.2975334973335264,0.7746827927147525
completo_dedup_1,2.1,4.0,16.0,3.004899180081736,2.7173909883499148,0.7116908079965424
completo_dedup_1,2.1,4.0,18.0,2.5751239052341326,3.2328568846838817,0.6476497108395296
completo_dedup_1,2.1,4.0,20.0,2.9274303841615756,2.8647954121430717,0.6930563061612164
completo_dedup_1,2.1,4.0,22.0,2.9801875205400292,2.862868831157684,0.6960911520089041
completo_dedup_1,2.1,4.0,24.0,3.045643838154577,2.822345955530803,0.7008649034581379
completo_dedup_1,2.1,4.0,26.0,1.9949400021702082,4.196106213543151,0.5186810636567368
completo_dedup_1,2.1,4.0,28.0,2.899015084020414,3.0292938311894733,0.6793165675047252
completo_dedup_1,2.1,4.0,30.0,2.5240471134680793,3.442453388929367,0.6246319467634995
completo_dedup_1,2.1,4.0,32.0,2.5745892970326123,3.4194076450892856,0.631317197673454
completo_dedup_1,2.1,5.0,1.0,1.0,8.218050219607353,
completo_dedup_1,2.1,5.0,2.0,1.539765412824405,5.426054083897517,0.7011008408538137
completo_dedup_1,2.1,5.0,4.0,2.478396798484631,3.4266907744407655,0.7953511449490622
completo_dedup_1,2.1,5.0,6.0,2.162551786775953,3.9211609718004863,0.6450999937490404
completo_dedup_1,2.1,5.0,8.0,3.3609514739968205,2.5828975238005323,0.8028173798021694
completo_dedup_1,2.1,5.0,10.0,3.3155990353287743,2.6515185543696083,0.7759948623512747
completo_dedup_1,2.1,5.0,12.0,3.298407873775834,2.7007710121472672,0.7601710097935257
completo_dedup_1,2.1,5.0,14.0,3.3284027695591303,2.6861859691143035,0.7533675605137085
completo_dedup_1,2.1,5.0,16.0,2.8400200839768583,3.184367443834032,0.6910824682714843
completo_dedup_1,2.1,5.0,18.0,1.9950849035146596,4.498941577148437,0.5281075044714334
completo_dedup_1,2.1,5.0,20.0,2.7853231178684643,3.3488033978598457,0.6747107653101628
completo_dedup_1,2.1,5.0,22.0,2.5064268109686814,3.6875715419650077,0.6296459222780508
completo_dedup_1,2.1,5.0,24.0,2.459065342179787,3.812061855942011,0.6191388816058179
completo_dedup_1,2.1,5.0,26.0,2.4900795652761554,3.850629786640406,0.622342663060784
completo_dedup_1,2.1,5.0,28.0,2.811474256738653,3.4502812414169313,0.6681782311804921
completo_dedup_1,2.1,5.0,30.0,1.9749378002259301,4.797327963256835,0.5106775235888085
completo_dedup_1,2.1,5.0,32.0,2.9028903528744276,3.4221481704711914,0.6766614215034185
completo_dedup_2,1.3,1.0,1.0,1.0,7.069018314137178,
completo_dedup_2,1.3,1.0,2.0,1.5587737745340167,4.474483887368982,0.7169401790853939
completo_dedup_2,1.3,1.0,4.0,2.4035735982674766,2.9353739126750398,0.7786037696975806
completo_dedup_2,1.3,1.0,6.0,2.865316952269963,2.4933137819767,0.7811981641160727
completo_dedup_2,1.3,1.0,8.0,3.4553848025274982,2.0915079511642456,0.8121104364349866
completo_dedup_2,1.3,1.0,10.0,4.357064932479531,1.7030354535579681,0.8560974428895551
completo_dedup_2,1.3,1.0,12.0,4.277819104262722,1.75878737449646,0.8358938449810824
completo_dedup_2,1.3,1.0,14.0,4.303147302009987,1.7464301177859307,0.8266590256738786
completo_dedup_2,1.3,1.0,16.0,4.305177301992574,1.7736646029353142,0.8189029645369125
completo_dedup_2,1.3,1.0,18.0,3.4416517547383414,2.2161778564453125,0.7511737133157536
completo_dedup_2,1.3,1.0,20.0,4.369985027133679,1.7730282599925995,0.8117539621108181
completo_dedup_2,1.3,1.0,22.0,4.14044158096788,1.8838270955085754,0.7945979562372552
completo_dedup_2,1.3,1.0,24.0,4.377877437099462,1.7974238891601562,0.8051257085512171
completo_dedup_2,1.3,1.0,26.0,4.264131619474272,1.869651403427124,0.7961050894277455
completo_dedup_2,1.3,1.0,28.0,4.351351925735879,1.830192460000515,0.7987117866927641
completo_dedup_2,1.3,1.0,30.0,3.468926684457882,2.306203207826614,0.7362686847241245
completo_dedup_2,1.3,1.0,32.0,4.330101859507346,1.8571076107025146,0.7938668908189881
completo_dedup_2,1.3,2.0,1.0,1.0,8.527682043098268,
completo_dedup_2,1.3,2.0,2.0,1.626710777826817,5.281158813311504,0.7705251435833764
completo_dedup_2,1.3,2.0,4.0,2.617875510087984,3.337723027229309,0.8240144875000105
completo_dedup_2,1.3,2.0,6.0,2.990435732435498,2.9441854752472474,0.7987206857568261
completo_dedup_2,1.3,2.0,8.0,4.15950160300904,2.155736881494522,0.8680989501856016
completo_dedup_2,1.3,2.0,10.0,4.2355999734588385,2.1330288598537446,0.8487843762745904
completo_dedup_2,1.3,2.0,12.0,5.099697500773168,1.8090347546339034,0.8769926594455193
completo_dedup_2,1.3,2.0,14.0,4.171759738577491,2.200239884185791,0.8187770799318188
completo_dedup_2,1.3,2.0,16.0,5.321522770401604,1.7774647765159608,0.8662227875951565
completo_dedup_2,1.3,2.0,18.0,4.305470528943481,2.19693044424057,0.8128983692477745
completo_dedup_2,1.3,2.0,20.0,4.296290716055847,2.2430901641845704,0.8076221863069833
completo_dedup_2,1.3,2.0,22.0,3.54894729419209,2.687158072392146,0.7524275553888042
completo_dedup_2,1.3,2.0,24.0,4.293940780365863,2.240366471672058,0.8004664648893105
completo_dedup_2,1.3,2.0,26.0,4.261012754831616,2.287542940235138,0.7959265696117124
completo_dedup_2,1.3,2.0,28.0,4.210237419285461,2.331249912071228,0.790723840473163
completo_dedup_2,1.3,2.0,30.0,3.5107469194726924,2.7888879416386287,0.7398210292653686
completo_dedup_2,1.3,2.0,32.0,4.252517127163737,2.3719080214500425,0.7895175807865303
completo_dedup_2,1.3,3.0,1.0,1.0,9.692823002348343,
completo_dedup_2,1.3,3.0,2.0,1.4915212784609417,6.586489233970642,0.6590871824076536
completo_dedup_2,1.3,3.0,4.0,2.9767647412952494,3.3306719186902045,0.8854197596348039
completo_dedup_2,1.3,3.0,6.0,2.699662734386115,3.758437052488327,0.755500031646408
completo_dedup_2,1.3,3.0,8.0,4.013979530520524,2.551906270186106,0.8581379174183077
completo_dedup_2,1.3,3.0,10.0,3.979665255733361,2.5617496287027994,0.8319139827821962
completo_dedup_2,1.3,3.0,12.0,4.816287441523591,2.1582874265670777,0.8644049413635664
completo_dedup_2,1.3,3.0,14.0,3.986666051773905,2.624014735976855,0.8067918286727024
completo_dedup_2,1.3,3.0,16.0,4.784761023045783,2.23319280166626,0.8437366892803206
completo_dedup_2,1.3,3.0,18.0,3.9592028196588482,2.7359264248609545,0.7913900137165519
completo_dedup_2,1.3,3.0,20.0,4.048908705633867,2.6773024520874023,0.7926524943405259
completo_dedup_2,1.3,3.0,22.0,4.019090306519725,2.721247708797455,0.7869583090634567
completo_dedup_2,1.3,3.0,24.0,4.789305837273451,2.3078678126335146,0.8256015379531567
completo_dedup_2,1.3,3.0,26.0,3.9653601767678524,2.7967664996782937,0.7777287425003345
completo_dedup_2,1.3,3.0,28.0,4.021150833533489,2.7659864856402083,0.7791414544120585
completo_dedup_2,1.3,3.0,30.0,4.0372616020398615,2.7889111495018004,0.7782489891522935
completo_dedup_2,1.3,3.0,32.0,4.0018901096067205,2.8337159408728283,0.774315433348385
completo_dedup_2,1.3,4.0,1.0,1.0,11.464269375767028,
completo_dedup_2,1.3,4.0,2.0,1.6429152780060405,7.007890546027352,0.7826517734819881
completo_dedup_2,1.3,4.0,4.0,2.818179222516414,4.114616740465165,0.8602146180009667
completo_dedup_2,1.3,4.0,6.0,2.805712479232955,4.148996373653412,0.7723011502846276
completo_dedup_2,1.3,4.0,8.0,4.002329966067036,2.9923547668116433,0.8573091864051183
completo_dedup_2,1.3,4.0,10.0,3.4890567907803836,3.3978860807418823,0.7926550991461716
completo_dedup_2,1.3,4.0,12.0,3.4410800164925286,3.5108846416473387,0.7738838878680273
completo_dedup_2,1.3,4.0,14.0,4.0085345582979,3.0762481917313167,0.8082655260747792
completo_dedup_2,1.3,4.0,16.0,4.036912842756948,3.0366429683140344,0.8024383545344178
completo_dedup_2,1.3,4.0,18.0,3.0965991859386777,4.020967514912288,0.7168924411973882
completo_dedup_2,1.3,4.0,20.0,3.953002685938096,3.2153527229854038,0.7863449956642696
completo_dedup_2,1.3,4.0,22.0,4.00731928295783,3.171770715713501,0.7861926491600276
completo_dedup_2,1.3,4.0,24.0,3.5340202610359897,3.6302155684232713,0.7482116285940411
completo_dedup_2,1.3,4.0,26.0,3.1550111501491505,4.093648005220626,0.7103656657597439
completo_dedup_2,1.3,4.0,28.0,3.5230441145000264,3.6996137530505657,0.7426788049703891
completo_dedup_2,1.3,4.0,30.0,3.5363218593297514,3.687718418598175,0.7419520445705952
completo_dedup_2,1.3,4.0,32.0,3.5330411647630497,3.7310901749134064,0.7400853961613408
completo_dedup_2,1.3,5.0,1.0,1.0,12.529615293502808,
completo_dedup_2,1.3,5.0,2.0,1.7225725097552635,7.361016359011333,0.838945827433324
completo_dedup_2,1.3,5.0,4.0,3.1319866050281226,4.121878471851349,0.907618443240002
completo_dedup_2,1.3,5.0,6.0,2.8149481198964383,4.628613769444552,0.7737043991971873
completo_dedup_2,1.3,5.0,8.0,4.518805322514097,2.938105174473354,0.8899457954346124
completo_dedup_2,1.3,5.0,10.0,3.86200284787774,3.4441572185754774,0.8234077730046433
completo_dedup_2,1.3,5.0,12.0,3.4638250697486366,3.869725255833732,0.7759656197631141
completo_dedup_2,1.3,5.0,14.0,3.4328858272404856,3.9492255771954854,0.763215272143342
completo_dedup_2,1.3,5.0,16.0,3.9041313587800937,3.5233676431179046,0.7934518158733359
completo_dedup_2,1.3,5.0,18.0,3.139344981939352,4.4056617332696915,0.7215482266007722
completo_dedup_2,1.3,5.0,20.0,3.8784582500248885,3.6456582696735857,0.7812269353778228
completo_dedup_2,1.3,5.0,22.0,3.8801899485684515,3.65210665628314,0.7776273561026172
completo_dedup_2,1.3,5.0,24.0,3.435083668669632,4.123053575515747,0.7397074181425547
completo_dedup_2,1.3,5.0,26.0,3.13645335404209,4.549587858653068,0.7084152822933889
completo_dedup_2,1.3,5.0,28.0,3.462910151842725,4.166332022772895,0.737567229399898
completo_dedup_2,1.3,5.0,30.0,3.477350089887263,4.165050464206272,0.7369910675686024
completo_dedup_2,1.3,5.0,32.0,3.127040159769526,4.669499366998672,0.7021509946433168
completo_dedup_2,1.5,1.0,1.0,1.0,6.101914366483689,
completo_dedup_2,1.5,1.0,2.0,1.6622166176490638,3.6271773173014323,0.7967873869359602
completo_dedup_2,1.5,1.0,4.0,2.9713995625106464,2.1376943405628204,0.8846110039113183
completo_dedup_2,1.5,1.0,6.0,2.517000921617995,2.507060034751892,0.7232421292763738
completo_dedup_2,1.5,1.0,8.0,3.5925967268006898,1.7481803441047667,0.8247426341143567
completo_dedup_2,1.5,1.0,10.0,3.748484883878003,1.703271109700203,0.8146950535487797
completo_dedup_2,1.5,1.0,12.0,3.716560690824717,1.7259105870723723,0.7973825803364855
completo_dedup_2,1.5,1.0,14.0,2.9975903122099163,2.1587358838558197,0.7176601474505248
completo_dedup_2,1.5,1.0,16.0,4.863200125181978,1.3689619316260018,0.8473323519747018
completo_dedup_2,1.5,1.0,18.0,3.719305137860646,1.8066673513054847,0.7741403721646013
completo_dedup_2,1.5,1.0,20.0,2.9965223187655408,2.236985231304169,0.7013471675631026
completo_dedup_2,1.5,1.0,22.0,2.9601055416453135,2.2785835463523862,0.6937063127924541
completo_dedup_2,1.5,1.0,24.0,3.7458912008109313,1.8474812757968904,0.764912172072414
completo_dedup_2,1.5,1.0,26.0,3.730930690617008,1.846911398291588,0.7612491771515572
completo_dedup_2,1.5,1.0,28.0,3.7122833164581857,1.8622022907137872,0.7576841567114985
completo_dedup_2,1.5,1.0,30.0,2.989008651932544,2.328249841928482,0.688387153326324
completo_dedup_2,1.5,1.0,32.0,3.7867397230191813,1.8413077944517136,0.7596599616570537
completo_dedup_2,1.5,2.0,1.0,1.0,7.175197794119517,
completo_dedup_2,1.5,2.0,2.0,1.6237958052603148,4.251144422487779,0.7683180400386765
completo_dedup_2,1.5,2.0,4.0,2.551686155140956,2.915802695274353,0.8108030328702345
completo_dedup_2,1.5,2.0,6.0,2.9487657221382984,2.4869442806243898,0.7930500714279128
completo_dedup_2,1.5,2.0,8.0,3.5438587942697013,2.1235753630161285,0.820367673269612
completo_dedup_2,1.5,2.0,10.0,4.3306192594926625,1.7673703348636627,0.8545401579672692
completo_dedup_2,1.5,2.0,12.0,4.387457546805142,1.780986803650856,0.8422664364169765
completo_dedup_2,1.5,2.0,14.0,2.969083770555917,2.5718400177955627,0.7142108194910681
completo_dedup_2,1.5,2.0,16.0,4.463197591537584,1.7547516965866088,0.827675081644952
completo_dedup_2,1.5,2.0,18.0,3.6061063573008116,2.238946019268036,0.7652039229716764
completo_dedup_2,1.5,2.0,20.0,4.435156483475395,1.8461117768287658,0.8152934866231659
completo_dedup_2,1.5,2.0,22.0,3.591767214642773,2.2696892704963685,0.7559467356306324
completo_dedup_2,1.5,2.0,24.0,3.5531869912550706,2.3143712232112885,0.7498043665775611
completo_dedup_2,1.5,2.0,26.0,4.394019029181893,1.8836496448516846,0.8033146344854054
completo_dedup_2,1.5,2.0,28.0,3.544988010332482,2.3177155685424804,0.7445009173056267
completo_dedup_2,1.5,2.0,30.0,3.5181040775198573,2.381973247385025,0.7404372341488938
completo_dedup_2,1.5,2.0,32.0,3.5194935828074705,2.4012625138759613,0.7389607362986116
completo_dedup_2,1.5,3.0,1.0,1.0,8.539701796032134,
completo_dedup_2,1.5,3.0,2.0,1.625468496758977,5.2258056449156545,0.7695855047404476
completo_dedup_2,1.5,3.0,4.0,2.3272848316729142,3.770357881784439,0.7604196464534606
completo_dedup_2,1.5,3.0,6.0,2.6442901337334885,3.3306921529769897,0.7461920064324739
completo_dedup_2,1.5,3.0,8.0,3.426274282984067,2.590923843781153,0.8093003261910273
completo_dedup_2,1.5,3.0,10.0,3.4599518561866436,2.5778264287312824,0.789976263779532
completo_dedup_2,1.5,3.0,12.0,4.043842595107488,2.2360361355781557,0.8211386769397279
completo_dedup_2,1.5,3.0,14.0,3.5027145088425264,2.59424903790156,0.7694692224326786
completo_dedup_2,1.5,3.0,16.0,4.192366226572629,2.214841776323319,0.8122359683403196
completo_dedup_2,1.5,3.0,18.0,3.4919349837543554,2.698340777715047,0.7556038147441766
completo_dedup_2,1.5,3.0,20.0,4.105581760953078,2.3209079994201662,0.7962412205921598
completo_dedup_2,1.5,3.0,22.0,3.5212591281879284,2.7235112833976745,0.750106422310452
completo_dedup_2,1.5,3.0,24.0,4.207507904948691,2.3065491731643677,0.7954743867372621
completo_dedup_2,1.5,3.0,26.0,3.4888137376732473,2.780895924886068,0.7419044069994993
completo_dedup_2,1.5,3.0,28.0,4.182382093257185,2.3565055096149443,0.789083355638835
completo_dedup_2,1.5,3.0,30.0,3.513868767286694,2.8386476498444875,0.7400828173788638
completo_dedup_2,1.5,3.0,32.0,3.505245430730213,2.809736638148626,0.7377685387709692
completo_dedup_2,1.5,4.0,1.0,1.0,10.071305800065995,
completo_dedup_2,1.5,4.0,2.0,1.6762546689381037,6.138582287343343,0.8068638751252596
completo_dedup_2,1.5,4.0,4.0,2.7850305809863154,3.745723671303855,0.8545833539125922
completo_dedup_2,1.5,4.0,6.0,2.777315929645784,3.732140257358551,0.7679281614342497
completo_dedup_2,1.5,4.0,8.0,3.5779798127173126,2.9745628573894503,0.8234430593022122
completo_dedup_2,1.5,4.0,10.0,3.502665499044085,3.067052630186081,0.7938923782876813
completo_dedup_2,1.5,4.0,12.0,3.5733759662012514,3.034327512741089,0.7856210100501368
completo_dedup_2,1.5,4.0,14.0,3.568097975029874,3.0568207759857176,0.77510314808156
completo_dedup_2,1.5,4.0,16.0,3.598915204117248,3.0623799664633617,0.7702810598464855
completo_dedup_2,1.5,4.0,18.0,2.7426080307458682,4.066821558740404,0.6727590544514797
completo_dedup_2,1.5,4.0,20.0,3.561864109284983,3.1743968827383857,0.7571032975052456
completo_dedup_2,1.5,4.0,22.0,3.648220845657359,3.1442578176770892,0.7604601578643126
completo_dedup_2,1.5,4.0,24.0,3.124727415947765,3.657887951731682,0.7095360886519394
completo_dedup_2,1.5,4.0,26.0,3.1026665629956827,3.7301969283223153,0.7048044580736835
completo_dedup_2,1.5,4.0,28.0,3.61312377816772,3.236044243812561,0.7500175213195497
completo_dedup_2,1.5,4.0,30.0,3.1335585478699683,3.731294062614441,0.7043524154924664
completo_dedup_2,1.5,4.0,32.0,3.5516085442751546,3.3423394135407043,0.7416128395011065
completo_dedup_2,1.5,5.0,1.0,1.0,11.016400667782184,
completo_dedup_2,1.5,5.0,2.0,1.6892223574790683,6.61877377474308,0.8160232481265969
completo_dedup_2,1.5,5.0,4.0,2.7092540106435403,4.189452852249145,0.8411929404077467
completo_dedup_2,1.5,5.0,6.0,2.420097936433168,4.681853385946967,0.7041522981633523
completo_dedup_2,1.5,5.0,8.0,3.7794050312191345,3.0791477475847513,0.8404663873237281
completo_dedup_2,1.5,5.0,10.0,3.4419102738993064,3.368674746274948,0.7882929599417186
completo_dedup_2,1.5,5.0,12.0,2.7122373632740144,4.262935023689271,0.6886916796747641
completo_dedup_2,1.5,5.0,14.0,3.91016387340459,3.0317340502057757,0.8015067230848433
completo_dedup_2,1.5,5.0,16.0,3.8648965303006526,3.131478489467076,0.7906782518917723
completo_dedup_2,1.5,5.0,18.0,3.024876885572703,4.0335893777211504,0.708784975954639
completo_dedup_2,1.5,5.0,20.0,3.3757782832214143,3.65788075158,0.7408126469460431
completo_dedup_2,1.5,5.0,22.0,3.395444817464994,3.646690589904785,0.739082433438055
completo_dedup_2,1.5,5.0,24.0,3.04185201999095,4.084477430317137,0.7004378190558738
completo_dedup_2,1.5,5.0,26.0,3.050081219617629,4.128851675007079,0.6990254733838271
completo_dedup_2,1.5,5.0,28.0,3.400607969903253,3.7249961670041083,0.7320806744644526
completo_dedup_2,1.5,5.0,30.0,3.4022479159794066,3.7670969066619873,0.7304241526143449
completo_dedup_2,1.5,5.0,32.0,3.0269042245405746,4.212297673755222,0.6912304045898208
completo_dedup_2,1.7,1.0,1.0,1.0,5.734472209044865,
completo_dedup_2,1.7,1.0,2.0,1.7768075801507284,3.244610976278782,0.8743857115747232
completo_dedup_2,1.7,1.0,4.0,2.8419473284485814,2.0821405242919924,0.8641714597171887
completo_dedup_2,1.7,1.0,6.0,2.811837930774578,2.1303923055648806,0.7732328713307329
completo_dedup_2,1.7,1.0,8.0,3.4967427134790094,1.7440204033851623,0.8160223607464276
completo_dedup_2,1.7,1.0,10.0,3.477797714319945,1.7595743837356568,0.7916241246955197
completo_dedup_2,1.7,1.0,12.0,4.687260969400978,1.307544162273407,0.8581699500695514
completo_dedup_2,1.7,1.0,14.0,3.5179889836400386,1.7793682737350465,0.7708041317156954
completo_dedup_2,1.7,1.0,16.0,4.747755396758009,1.3460666605631508,0.8419990969357077
completo_dedup_2,1.7,1.0,18.0,2.855738081627521,2.215598149108887,0.6880529968395591
completo_dedup_2,1.7,1.0,20.0,3.5920912798702282,1.7895489122867585,0.7595901451602524
completo_dedup_2,1.7,1.0,22.0,3.5239483771660227,1.8420764848589897,0.7503334646612325
completo_dedup_2,1.7,1.0,24.0,4.660092021833604,1.4276091020107269,0.8195603090392947
completo_dedup_2,1.7,1.0,26.0,3.6056360211394813,1.821752727985382,0.7515626774575734
completo_dedup_2,1.7,1.0,28.0,3.524986543018823,1.8913051515817643,0.7428410097952107
completo_dedup_2,1.7,1.0,30.0,2.8345428370594288,2.347041540384293,0.669526990411567
completo_dedup_2,1.7,1.0,32.0,3.5747051014343585,1.8767790019512176,0.7434907298059362
completo_dedup_2,1.7,2.0,1.0,1.0,6.393885757416487,
completo_dedup_2,1.7,2.0,2.0,1.4443850264756755,4.507999590201812,0.6153276561720978
completo_dedup_2,1.7,2.0,4.0,2.676322509400643,2.4869404563903807,0.8351372718908241
completo_dedup_2,1.7,2.0,6.0,3.187229179610979,2.1153835986614227,0.8234974228786185
completo_dedup_2,1.7,2.0,8.0,3.1360610292866853,2.1398238178253175,0.7784327479922598
completo_dedup_2,1.7,2.0,10.0,3.896218841885538,1.7495061466097832,0.8259343394251039
completo_dedup_2,1.7,2.0,12.0,4.021637672615701,1.7047661125659943,0.8196491764873236
completo_dedup_2,1.7,2.0,14.0,4.040037893149197,1.745878591299057,0.8103604590948519
completo_dedup_2,1.7,2.0,16.0,3.9569400638403405,1.7945197353959084,0.7970980986678299
completo_dedup_2,1.7,2.0,18.0,3.2031440760633574,2.239017016410828,0.7282659571426296
completo_dedup_2,1.7,2.0,20.0,3.9274902343171134,1.8421643733978272,0.7846152336106389
completo_dedup_2,1.7,2.0,22.0,3.1920203800414573,2.2923499094009396,0.7194196870606286
completo_dedup_2,1.7,2.0,24.0,4.00090397519628,1.8399490766525268,0.7826676372358468
completo_dedup_2,1.7,2.0,26.0,3.8816408638776743,1.9270041366219521,0.7720720704282099
completo_dedup_2,1.7,2.0,28.0,4.001546102751197,1.8870268800258636,0.7778779494223674
completo_dedup_2,1.7,2.0,30.0,2.6663974095622094,2.8042725817362464,0.6465125502373341
completo_dedup_2,1.7,2.0,32.0,3.1796689547782395,2.4065796650886537,0.7076148141661497
completo_dedup_2,1.7,3.0,1.0,1.0,7.607464676179385,
completo_dedup_2,1.7,3.0,2.0,1.5811033189690986,4.87077754453818,0.7350605264025201
completo_dedup_2,1.7,3.0,4.0,2.6588787640337603,2.9827653021812437,0.8318688245452208
completo_dedup_2,1.7,3.0,6.0,2.684829795802825,2.967802721977234,0.7530442928352661
completo_dedup_2,1.7,3.0,8.0,3.7692948684189505,2.129740342903137,0.8396553019949234
completo_dedup_2,1.7,3.0,10.0,3.75392641626791,2.160280444908142,0.8151247256838339
completo_dedup_2,1.7,3.0,12.0,3.722790294778178,2.1943508367061617,0.7978737586640087
completo_dedup_2,1.7,3.0,14.0,3.7865281935155295,2.165280347585678,0.7925139765848517
completo_dedup_2,1.7,3.0,16.0,3.775295203241496,2.1835579117298125,0.7841280546527455
completo_dedup_2,1.7,3.0,18.0,3.0937337464938484,2.772119018475215,0.7165757420539361
completo_dedup_2,1.7,3.0,20.0,3.7669854270086125,2.2872173085689544,0.7731955154573991
completo_dedup_2,1.7,3.0,22.0,3.1178577335923525,2.7646026188135147,0.7116130020795691
completo_dedup_2,1.7,3.0,24.0,3.733961270550132,2.3333724331855774,0.7640221590884593
completo_dedup_2,1.7,3.0,26.0,3.782004765753684,2.3765842155456545,0.7650135670326828
completo_dedup_2,1.7,3.0,28.0,3.7489206527356647,2.3776937265872955,0.760414207935469
completo_dedup_2,1.7,3.0,30.0,3.1092208770266287,2.8561092950105667,0.7017682942787503
completo_dedup_2,1.7,3.0,32.0,3.1097649057634573,2.8695783816973366,0.7003171957375914
completo_dedup_2,1.7,4.0,1.0,1.0,8.929915146394208,
completo_dedup_2,1.7,4.0,2.0,1.6786694533220856,5.363468980422386,0.8085802145014306
completo_dedup_2,1.7,4.0,4.0,2.738218932139751,3.356150521993637,0.8463988089666442
completo_dedup_2,1.7,4.0,6.0,2.7327947197640863,3.3707996847629547,0.7608890813051656
completo_dedup_2,1.7,4.0,8.0,3.611304769409755,2.6374349316358567,0.8263905979845162
completo_dedup_2,1.7,4.0,10.0,3.6503532113363653,2.5972620828151705,0.8067265634293973
completo_dedup_2,1.7,4.0,12.0,3.6585640855022943,2.6172877429326378,0.7927295140548789
completo_dedup_2,1.7,4.0,14.0,3.659658612871939,2.6503048030932743,0.7826543511093444
completo_dedup_2,1.7,4.0,16.0,3.6833780532426745,2.6529921527703606,0.7770774224326618
completo_dedup_2,1.7,4.0,18.0,3.146059158792166,3.154007734230586,0.7222680242640904
completo_dedup_2,1.7,4.0,20.0,3.1308096934119947,3.199251117774418,0.7164145354258895
completo_dedup_2,1.7,4.0,22.0,3.15355167424651,3.192001140322004,0.7154161361606965
completo_dedup_2,1.7,4.0,24.0,3.1094387566880934,3.259348635162626,0.7078941434383578
completo_dedup_2,1.7,4.0,26.0,3.1474034799256017,3.2517385493006024,0.7095688980986373
completo_dedup_2,1.7,4.0,28.0,3.1588727860409866,3.2853424464634484,0.7087436528844087
completo_dedup_2,1.7,4.0,30.0,3.1889872741449876,3.2582294898033144,0.7100905081379564
completo_dedup_2,1.7,4.0,32.0,3.175199862943198,3.5414744976588652,0.7071578789929114
completo_dedup_2,1.7,5.0,1.0,1.0,9.636245826880138,
completo_dedup_2,1.7,5.0,2.0,1.590886020824511,6.24780812921524,0.7428389125177824
completo_dedup_2,1.7,5.0,4.0,2.659485551639701,3.7837273366451263,0.831983238571108
completo_dedup_2,1.7,5.0,6.0,2.6226774785345888,3.834822450478872,0.7424523183573087
completo_dedup_2,1.7,5.0,8.0,3.398217837693216,3.0143172792025976,0.806546406629315
completo_dedup_2,1.7,5.0,10.0,3.3375104441061794,3.054946357318333,0.7781949660625588
completo_dedup_2,1.7,5.0,12.0,3.4868482725864727,2.9978886402675085,0.7780451502880449
completo_dedup_2,1.7,5.0,14.0,3.416581388417161,3.0535997982365743,0.7617182114472993
completo_dedup_2,1.7,5.0,16.0,3.391925267479909,3.13168389405523,0.7521943294093173
completo_dedup_2,1.7,5.0,18.0,2.981106176524072,3.620597369968891,0.7036454623741331
