,file,name,ts,mse,mae
0,completo_fluid_2.json,Equation,8,1298.8289604525305,0.10706588009197344
1,completo_fluid_2.json,Equation,16,111.69686046838045,0.030393781491298313
2,completo_fluid_2.json,Equation,32,108.09814996576068,0.030699727833266785
3,completo_fluid_2.json,Equation,64,108.81814163768578,0.03126624611421535
4,completo_fluid_2.json,Equation,128,120.9663648471322,0.032185994014547276
5,completo_fluid_2.json,MLP,8,5262.265678735074,0.19111841009118258
6,completo_fluid_2.json,MLP,16,300.5169966939777,0.057645444701658693
7,completo_fluid_2.json,MLP,32,101.72213271948874,0.04197640377071474
8,completo_fluid_2.json,MLP,64,57.64416203601373,0.018604561097673816
9,completo_fluid_2.json,MLP,128,5.844757801697598,0.012431884234044198
10,completo_fluid_2.json,SVR_gridsearch,8,14766.026294988978,0.49252766238957435
11,completo_fluid_2.json,SVR_gridsearch,16,19082.78976630905,0.46005944764647855
12,completo_fluid_2.json,SVR_gridsearch,32,16926.0241083709,0.4848152186742667
13,completo_fluid_2.json,SVR_gridsearch,64,20691.420738702025,0.4330111973784463
14,completo_fluid_2.json,SVR_gridsearch,128,19884.11335332344,0.44242500570070914
15,completo_fluid_2.json,SVR,8,9509.177916931618,0.15218762478901027
16,completo_fluid_2.json,SVR,16,252.27538052163814,0.03833981361443083
17,completo_fluid_2.json,SVR,32,119.99534373299123,0.019681842202856313
18,completo_fluid_2.json,SVR,64,111.64623203434789,0.015331140238389492
19,completo_fluid_2.json,SVR,128,98.49493590765034,0.013872006052152198
20,completo_fluid_2.json,Tree,8,9793.765827195963,0.2619868794222615
21,completo_fluid_2.json,Tree,16,1043.5160752842303,0.07878271472821319
22,completo_fluid_2.json,Tree,32,411.30726908490095,0.04602316719881658
23,completo_fluid_2.json,Tree,64,210.88878839539532,0.02162494523223077
24,completo_fluid_2.json,Tree,128,7.367340889789375,0.002673897922165988
25,completo_fluid_2.json,KNN,8,18633.94184099605,0.6949314990673072
26,completo_fluid_2.json,KNN,16,6363.935152358568,0.3276589289377665
27,completo_fluid_2.json,KNN,32,2065.179412723954,0.12456187102631566
28,completo_fluid_2.json,KNN,64,544.6401074244322,0.05402345210290003
29,completo_fluid_2.json,KNN,128,167.93597341719936,0.030662973024877218
30,completo_fluid_3.json,Equation,8,83.92434939453457,9.633425810148067
31,completo_fluid_3.json,Equation,16,84.18776092680378,3.1654924187630598
32,completo_fluid_3.json,Equation,32,88.58252587976658,2.748630851914254
33,completo_fluid_3.json,Equation,64,60.57629372952895,3.4693043251004823
34,completo_fluid_3.json,Equation,128,56.17163515281841,3.8945688692247855
35,completo_fluid_3.json,MLP,8,796.9759841703175,11.885135689124255
36,completo_fluid_3.json,MLP,16,906.6881941636977,7.8601483502271865
37,completo_fluid_3.json,MLP,32,283.41218188790765,6.195188533442386
38,completo_fluid_3.json,MLP,64,8.42808395823415,1.501747237622777
39,completo_fluid_3.json,MLP,128,6.7026513594532044,1.356574842077911
40,completo_fluid_3.json,SVR_gridsearch,8,992.7900867487735,11.596164106685743
41,completo_fluid_3.json,SVR_gridsearch,16,1446.4931538286346,1.3728718728705693
42,completo_fluid_3.json,SVR_gridsearch,32,1371.2416032930155,1.6103351185395676
43,completo_fluid_3.json,SVR_gridsearch,64,1465.2725678543927,0.6480928048666209
44,completo_fluid_3.json,SVR_gridsearch,128,1459.7705885367054,0.7296930604099565
45,completo_fluid_3.json,SVR,8,713.9501748083093,12.803715760866936
46,completo_fluid_3.json,SVR,16,593.3013909889581,2.715371560164491
47,completo_fluid_3.json,SVR,32,99.41342037378395,1.0891731846372785
48,completo_fluid_3.json,SVR,64,0.8118481694825135,0.6431001617409481
49,completo_fluid_3.json,SVR,128,0.35142008732519114,0.3217802359498881
50,completo_fluid_3.json,Tree,8,799.9679668110335,11.107809933910925
51,completo_fluid_3.json,Tree,16,633.0147599303596,2.1121490623612607
52,completo_fluid_3.json,Tree,32,79.6036291148387,0.7880826154175776
53,completo_fluid_3.json,Tree,64,6.567489670388693,0.06543074761545045
54,completo_fluid_3.json,Tree,128,3.784460486980217,0.007253219503400992
55,completo_fluid_3.json,KNN,8,957.7183870199166,13.500414905520737
56,completo_fluid_3.json,KNN,16,747.6949330125486,6.888844689413991
57,completo_fluid_3.json,KNN,32,376.03827375420803,5.687448008281836
58,completo_fluid_3.json,KNN,64,66.83496495129866,2.491166294823028
59,completo_fluid_3.json,KNN,128,14.998347453945309,0.31068059230745976
60,completo_fluid_4.json,Equation,8,225.56026327432622,0.19069023879335795
61,completo_fluid_4.json,Equation,16,84.41822113000846,0.145084860129522
62,completo_fluid_4.json,Equation,32,55.980845291309,0.08292508612225775
63,completo_fluid_4.json,Equation,64,53.209007352865314,0.08293652649581544
64,completo_fluid_4.json,Equation,128,53.81743906723585,0.07897633014705953
65,completo_fluid_4.json,MLP,8,588.226178656455,0.15971151226003238
66,completo_fluid_4.json,MLP,16,120.98834498937599,0.09286080130713381
67,completo_fluid_4.json,MLP,32,34.571743656392265,0.0557769575691343
68,completo_fluid_4.json,MLP,64,2.063813368393829,0.017632826696418066
69,completo_fluid_4.json,MLP,128,0.03030793083171986,0.0037445259069665824
70,completo_fluid_4.json,SVR_gridsearch,8,963.034111625113,0.2932073782875754
71,completo_fluid_4.json,SVR_gridsearch,16,1360.7705386561695,0.36041746118300716
72,completo_fluid_4.json,SVR_gridsearch,32,1335.6836248293223,0.35944827963470727
73,completo_fluid_4.json,SVR_gridsearch,64,1317.6135537777097,0.3593122645575838
74,completo_fluid_4.json,SVR_gridsearch,128,1025.534751113806,0.2045045807121226
75,completo_fluid_4.json,SVR,8,727.306536190678,0.14736205996231205
76,completo_fluid_4.json,SVR,16,68.98163382196445,0.08061863536664535
77,completo_fluid_4.json,SVR,32,49.84834005986769,0.06813712685477452
78,completo_fluid_4.json,SVR,64,29.067421630201952,0.03487857646058869
79,completo_fluid_4.json,SVR,128,26.813619188981857,0.02934587012562722
80,completo_fluid_4.json,Tree,8,591.8336656640097,0.11703752399186229
81,completo_fluid_4.json,Tree,16,129.83469351987438,0.0789879618567032
82,completo_fluid_4.json,Tree,32,57.27503115071994,0.04044682163214998
83,completo_fluid_4.json,Tree,64,18.782103151168794,0.011205930637840842
84,completo_fluid_4.json,Tree,128,0.0,0.0
85,completo_fluid_4.json,KNN,8,1347.649273458231,0.6288817561495467
86,completo_fluid_4.json,KNN,16,418.3425578792301,0.27242363574494016
87,completo_fluid_4.json,KNN,32,184.327504353818,0.09539766366611001
88,completo_fluid_4.json,KNN,64,49.461727949850555,0.06059346485335308
89,completo_fluid_4.json,KNN,128,24.999451508073786,0.03897439912385307
90,completo_freqmine_1.json,Equation,8,223.07618918104708,0.16632961432315782
91,completo_freqmine_1.json,Equation,16,282.39246952090684,0.15730104787945767
92,completo_freqmine_1.json,Equation,32,97.39924219879396,0.2243558786075139
93,completo_freqmine_1.json,Equation,64,62.566894595263115,0.293166660438135
94,completo_freqmine_1.json,Equation,128,53.40132217580732,0.3396723475250316
95,completo_freqmine_1.json,MLP,8,268.0546280813604,0.16891289414838498
96,completo_freqmine_1.json,MLP,16,285.25153297977994,0.14646805178524408
97,completo_freqmine_1.json,MLP,32,15.756885811112861,0.23123428002117813
98,completo_freqmine_1.json,MLP,64,9.205434718844547,0.1365216913350019
99,completo_freqmine_1.json,MLP,128,2.8451436609696903,0.0991724583498156
100,completo_freqmine_1.json,SVR_gridsearch,8,280.89952085177663,0.19036075986265757
101,completo_freqmine_1.json,SVR_gridsearch,16,284.12097599815655,0.14370941470684392
102,completo_freqmine_1.json,SVR_gridsearch,32,288.92883165707383,0.15033894155106003
103,completo_freqmine_1.json,SVR_gridsearch,64,280.31850517799757,0.14889882466159826
104,completo_freqmine_1.json,SVR_gridsearch,128,276.34981846511084,0.14727014226595558
105,completo_freqmine_1.json,SVR,8,287.39172924594413,0.21031545992005923
106,completo_freqmine_1.json,SVR,16,307.79873966737745,0.21192710239842305
107,completo_freqmine_1.json,SVR,32,49.57298109737275,0.1553213112642027
108,completo_freqmine_1.json,SVR,64,4.277665234728335,0.11936120684475862
109,completo_freqmine_1.json,SVR,128,3.3153373239198545,0.09148668425677896
110,completo_freqmine_1.json,Tree,8,277.6998638548003,0.1936179436269587
111,completo_freqmine_1.json,Tree,16,287.6983478923831,0.16233899534404364
112,completo_freqmine_1.json,Tree,32,25.99844537174901,0.11090336021393345
113,completo_freqmine_1.json,Tree,64,5.298029581190795,0.07407483275867406
114,completo_freqmine_1.json,Tree,128,2.7485639367907804,0.05700074099831029
115,completo_freqmine_1.json,KNN,8,290.86434075826884,0.19873579993300844
116,completo_freqmine_1.json,KNN,16,290.1433500877528,0.1909103172411578
117,completo_freqmine_1.json,KNN,32,203.46394129205825,0.294436864234848
118,completo_freqmine_1.json,KNN,64,48.717638891428024,0.261581420775964
119,completo_freqmine_1.json,KNN,128,8.287830150528649,0.12343015036737452
120,completo_freqmine_2.json,Equation,8,223.07618918104708,0.16632961432315782
121,completo_freqmine_2.json,Equation,16,282.39246952090684,0.15730104787945767
122,completo_freqmine_2.json,Equation,32,97.39924219879396,0.2243558786075139
123,completo_freqmine_2.json,Equation,64,62.566894595263115,0.293166660438135
124,completo_freqmine_2.json,Equation,128,53.40132217580732,0.3396723475250316
125,completo_freqmine_2.json,MLP,8,268.0546280813604,0.16891289414838498
126,completo_freqmine_2.json,MLP,16,285.25153297977994,0.14646805178524408
127,completo_freqmine_2.json,MLP,32,15.756885811112861,0.23123428002117813
128,completo_freqmine_2.json,MLP,64,9.205434718844547,0.1365216913350019
129,completo_freqmine_2.json,MLP,128,2.8451436609696903,0.0991724583498156
130,completo_freqmine_2.json,SVR_gridsearch,8,280.89952085177663,0.19036075986265757
131,completo_freqmine_2.json,SVR_gridsearch,16,284.12097599815655,0.14370941470684392
132,completo_freqmine_2.json,SVR_gridsearch,32,288.92883165707383,0.15033894155106003
133,completo_freqmine_2.json,SVR_gridsearch,64,280.31850517799757,0.14889882466159826
134,completo_freqmine_2.json,SVR_gridsearch,128,276.34981846511084,0.14727014226595558
135,completo_freqmine_2.json,SVR,8,287.39172924594413,0.21031545992005923
136,completo_freqmine_2.json,SVR,16,307.79873966737745,0.21192710239842305
137,completo_freqmine_2.json,SVR,32,49.57298109737275,0.1553213112642027
138,completo_freqmine_2.json,SVR,64,4.277665234728335,0.11936120684475862
139,completo_freqmine_2.json,SVR,128,3.3153373239198545,0.09148668425677896
140,completo_freqmine_2.json,Tree,8,277.6998638548003,0.1936179436269587
141,completo_freqmine_2.json,Tree,16,287.6983478923831,0.16233899534404364
142,completo_freqmine_2.json,Tree,32,25.99844537174901,0.11090336021393345
143,completo_freqmine_2.json,Tree,64,5.298029581190795,0.07407483275867406
144,completo_freqmine_2.json,Tree,128,2.7485639367907804,0.05700074099831029
145,completo_freqmine_2.json,KNN,8,290.86434075826884,0.19873579993300844
146,completo_freqmine_2.json,KNN,16,290.1433500877528,0.1909103172411578
147,completo_freqmine_2.json,KNN,32,203.46394129205825,0.294436864234848
148,completo_freqmine_2.json,KNN,64,48.717638891428024,0.261581420775964
149,completo_freqmine_2.json,KNN,128,8.287830150528649,0.12343015036737452
150,completo_openmc_kernel_novo.json,Equation,8,10.5454519949738,0.039554341985896795
151,completo_openmc_kernel_novo.json,Equation,16,8.696241982897877,0.03697099330340478
152,completo_openmc_kernel_novo.json,Equation,32,2.666152041570283,0.04405269476635327
153,completo_openmc_kernel_novo.json,Equation,64,1.088215607462894,0.05165682734980688
154,completo_openmc_kernel_novo.json,Equation,128,1.0621690651540172,0.050569170346401765
155,completo_openmc_kernel_novo.json,MLP,8,176.73494125913192,0.13744392141463435
156,completo_openmc_kernel_novo.json,MLP,16,159.33278397073548,0.10858912183437372
157,completo_openmc_kernel_novo.json,MLP,32,12.16391635725012,0.03145362607861235
158,completo_openmc_kernel_novo.json,MLP,64,1.0895085267285098,0.021407336709450768
159,completo_openmc_kernel_novo.json,MLP,128,0.29724150679438816,0.02207258399201614
160,completo_openmc_kernel_novo.json,SVR_gridsearch,8,329.31096766904784,0.19570134977810413
161,completo_openmc_kernel_novo.json,SVR_gridsearch,16,316.5396299982411,0.18133032095578822
